,GRAVEDAD,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIO-CORREGIMIENTO-VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,CONDICION_VICTIMA,LESIONADO,HOMICIDIOS,TIPO_ACCIDENTE,HIPOTESIS,GENERO,CLINICA,CLASE_VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA
14,HERIDOS,2020-01-03,2020,00:00,MADRUGADA,VIERNES,SEMBRADOR,CALLE 23 CARRERA 23,URBANA,TECNICO,3.52086,-76.29496,MOTOCICLISTA,1,NO APLICA,CHOQUE,ADELANTAR INVADIENDO CARRIL,NO APLICA 2020,PALMIRA,MOTO,AKT,BOGOTA,PARTICULAR,NO APLICA
15,DAÑOS,2020-01-03,2020,09:30,MAÑANA,VIERNES,SAN PEDRO,CARRERA 19 CALLE 41-48,URBANA,TECNICO,3.53666,-76.29062,NO APLICA,NO APLICA,NO APLICA,CHOQUE,MALA UTILIZACION DEL CARRIL,NO APLICA 2020,NO APLICA,AUTOMOVIL,PEUGEOT,CALI,PARTICULAR,NO APLICA
16,DAÑOS,2020-01-03,2020,09:30,MAÑANA,VIERNES,SAN PEDRO,CARRERA 19 CALLE 41-48,URBANA,TECNICO,3.53666,-76.29062,NO APLICA,NO APLICA,NO APLICA,CHOQUE,MALA UTILIZACION DEL CARRIL,NO APLICA 2020,NO APLICA,MOTO,TVS,PRADERA,PARTICULAR,NO APLICA
17,HERIDOS,2020-01-03,2020,12:10,TARDE,VIERNES,JARDIN,CALLE 32 CARRERA 5E,URBANA,TECNICO,3.5276,-76.2741,NO APLICA,NO APLICA,NO APLICA,CHOQUE,DESOBEDECER SEÑALES,NO APLICA 2020,NO APLICA,CAMION,JAC,JAMUNDI,PUBLICO,NO APLICA
18,HERIDOS,2020-01-03,2020,12:10,TARDE,VIERNES,JARDIN,CALLE 32 CARRERA 5E,URBANA,TECNICO,3.5276,-76.2741,MOTOCICLISTA,1,NO APLICA,CHOQUE,DESOBEDECER SEÑALES,NO APLICA 2020,PALMA,MOTO,AKT,PEREIRA,PARTICULAR,NO APLICA
19,HERIDOS,2020-01-03,2020,12:10,TARDE,VIERNES,JARDIN,CALLE 32 CARRERA 5E,URBANA,TECNICO,3.5276,-76.2741,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,DESOBEDECER SEÑALES,NO APLICA 2020,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20,HERIDOS,2020-01-06,2020,22:30,NOCHE,LUNES,SESQUI,CALLE 11 CARRERA 29-28,URBANA,TECNICO,3.51062,-76.30167,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO ESTAR PENDIENTE DE LA VIA,NO APLICA 2020,PALMIRA,MOTO,HONDA,CALI,PARTICULAR,NO APLICA
21,HERIDOS,2020-01-06,2020,22:30,NOCHE,LUNES,SESQUI,CALLE 11 CARRERA 29-28,URBANA,TECNICO,3.51062,-76.30167,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,NO ESTAR PENDIENTE DE LA VIA,NO APLICA 2020,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
22,HERIDOS,2020-01-06,2020,22:30,NOCHE,LUNES,SESQUI,CALLE 11 CARRERA 29-28,URBANA,TECNICO,3.51062,-76.30167,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO ESTAR PENDIENTE DE LA VIA,NO APLICA 2020,NO APLICA,MOTO,SUZUKI,FUNZA,PARTICULAR,NO APLICA
23,HERIDOS,2020-01-07,2020,00:00,MADRUGADA,MARTES,SANTA BARBARA,CALLE 43 CARRERA 28,URBANA,TECNICO,3.53878,-76.29711,MOTOCICLISTA,1,NO APLICA,VOLCAMIENTO,PERDIDA DEL CONTROL,NO APLICA 2020,RAUL,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA
24,DAÑOS,2020-01-04,2020,07:00,MAÑANA,SABADO,CORONADO ROZO,CORONADO ROZO,RURAL,TECNICO,3.56461,-76.31021,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADELANTAR INVADIENDO CARRIL,NO APLICA 2020,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PARTICULAR,NO APLICA
25,DAÑOS,2020-01-04,2020,07:00,MAÑANA,SABADO,CORONADO ROZO,CORONADO ROZO,RURAL,TECNICO,3.56461,-76.31021,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADELANTAR INVADIENDO CARRIL,NO APLICA 2020,NO APLICA,VOLQUETA,DODGE,NARIÑO,PARTICULAR,NO APLICA
26,HERIDOS,2020-01-04,2020,08:00,MAÑANA,SABADO,CAÑA MIEL,CALLE 44 CARRERA 18-19,URBANA,TECNICO,3.53856,-76.29026,NO APLICA,NO APLICA,NO APLICA,CHOQUE,POR ESTABLECER,NO APLICA 2020,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PUBLICO,COOP TRANS PALMERAS
27,HERIDOS,2020-01-04,2020,08:00,MAÑANA,SABADO,CAÑA MIEL,CALLE 44 CARRERA 18-19,URBANA,TECNICO,3.53856,-76.29026,MOTOCICLISTA,1,NO APLICA,CHOQUE,POR ESTABLECER,NO APLICA 2020,RAUL,MOTO,YAMAHA,GUACARI,PARTICULAR,NO APLICA
28,DAÑOS,2020-01-05,2020,17:10,TARDE,DOMINGO,CAÑA MIEL,CARRERA 19 CALLE 46,URBANA,TECNICO,3.54086,-76.29091,NO APLICA,NO APLICA,NO APLICA,CHOQUE,GIRAR BRUSCAMENTE,NO APLICA 2020,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA
29,DAÑOS,2020-01-05,2020,17:10,TARDE,DOMINGO,CAÑA MIEL,CARRERA 19 CALLE 46,URBANA,TECNICO,3.54086,-76.29091,NO APLICA,NO APLICA,NO APLICA,CHOQUE,GIRAR BRUSCAMENTE,NO APLICA 2020,NO APLICA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
30,DAÑOS,2020-01-06,2020,16:15,TARDE,LUNES,SESQUI,CARRERA 32 CALLE 15 -14,URBANA,TECNICO,3.51421,-76.30574,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA 2020,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PUBLICO,NO APLICA
31,DAÑOS,2020-01-06,2020,16:15,TARDE,LUNES,SESQUI,CARRERA 32 CALLE 15 -14,URBANA,TECNICO,3.51421,-76.30574,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA 2020,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
32,HERIDOS,2020-01-06,2020,16:20,TARDE,LUNES,URIBE,CALLE 33 CARRERA 21,URBANA,TECNICO,3.52947,-76.29263,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO RESPETAR PRELACION,NO APLICA 2020,NO APLICA,AUTOMOVIL,MAZDA,MANIZALES,PARTICULAR,NO APLICA
33,HERIDOS,2020-01-06,2020,16:20,TARDE,LUNES,URIBE,CALLE 33 CARRERA 21,URBANA,TECNICO,3.52947,-76.29263,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO RESPETAR PRELACION,NO APLICA 2020,PALMA,MOTO,JIALING,CALI,PARTICULAR,NO APLICA
34,HERIDOS,2020-01-06,2020,21:00,NOCHE,LUNES,RECREO,CALLE 21 CARRERA 26,URBANA,TECNICO,3.5193,-76.2985,MOTOCICLISTA,1,NO APLICA,CHOQUE,DESOBEDECER SEÑALES,NO APLICA 2020,PALMA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA
35,HERIDOS,2020-01-06,2020,21:00,NOCHE,LUNES,RECREO,CALLE 21 CARRERA 26,URBANA,TECNICO,3.5193,-76.2985,NO APLICA,NO APLICA,NO APLICA,CHOQUE,DESOBEDECER SEÑALES,NO APLICA 2020,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
36,HERIDOS,2020-01-03,2020,17:30,TARDE,VIERNES,CENTRO POBLADO LA TORRE,CALEJON LOS PRADO,RURAL,TECNICO,3.61874,-76.42553,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO RESPETAR PRELACION,NO APLICA 2020,RAUL,MOTO,HONDA,CAQUETA,PARTICULAR,NO APLICA
37,HERIDOS,2020-01-03,2020,17:30,TARDE,VIERNES,CENTRO POBLADO LA TORRE,CALEJON LOS PRADO,RURAL,TECNICO,3.61874,-76.42553,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO RESPETAR PRELACION,NO APLICA 2020,RAUL,MOTO,SUZUKI,CALI,PARTICULAR,NO APLICA
38,DAÑOS,2020-01-04,2020,05:30,MADRUGADA,SABADO,PRADO,CALLE 42 CARRERA 38-71,URBANA,TECNICO,3.53887,-76.30879,NO APLICA,NO APLICA,NO APLICA,CHOQUE OBJETO FIJO,MICRO SUEÑO,NO APLICA 2020,NO APLICA,CAMIONETA,TOYOTA,SABANETA,PARTICULAR,NO APLICA
39,DAÑOS,2020-01-07,2020,23:10,NOCHE,MARTES,FRAY LUIS AMIGO,CALLE 41 CARRERA 39,URBANA,TECNICO,3.53788,-76.30986,NO APLICA,NO APLICA,NO APLICA,CHOQUE,DESOBEDECER SEÑALES,NO APLICA 2020,NO APLICA,MICROBUS,HYUNDAI,BOGOTA,PUBLICO,NO APLICA
40,DAÑOS,2020-01-07,2020,23:10,NOCHE,MARTES,FRAY LUIS AMIGO,CALLE 41 CARRERA 39,URBANA,TECNICO,3.53788,-76.30986,NO APLICA,NO APLICA,NO APLICA,CHOQUE,DESOBEDECER SEÑALES,NO APLICA 2020,NO APLICA,AUTOMOVIL,CHEVROLET,IBAGUE,PARTICULAR,NO APLICA
41,HERIDOS,2020-01-07,2020,14:00,TARDE,MARTES,NUEVO,CARRERA 30 CALLE 26,URBANA,TECNICO,3.52416,-76.30128,NO APLICA,NO APLICA,NO APLICA,CHOQUE OBJETO FIJO,POR ESTABLECER,NO APLICA 2020,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA
42,HERIDOS,2020-01-07,2020,14:00,TARDE,MARTES,NUEVO,CARRERA 30 CALLE 26,URBANA,TECNICO,3.52416,-76.30128,MOTOCICLISTA,1,NO APLICA,CHOQUE OBJETO FIJO,POR ESTABLECER,NO APLICA 2020,FRACTURAS,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA
43,HERIDOS,2020-01-07,2020,14:00,TARDE,MARTES,NUEVO,CARRERA 30 CALLE 26,URBANA,TECNICO,3.52416,-76.30128,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE OBJETO FIJO,POR ESTABLECER,NO APLICA 2020,FRACTURAS,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
44,DAÑOS,2020-01-07,2020,17:30,TARDE,MARTES,PRADO,CALLE 36 CARRERA 41-71,URBANA,TECNICO,3.53322,-76.31186,NO APLICA,NO APLICA,NO APLICA,CHOQUE OBJETO FIJO,SUBIRSE AL ANDEN,NO APLICA 2020,NO APLICA,CAMIONETA,CHEVROLET,LA CEJA,PARTICULAR,NO APLICA
45,DAÑOS,2020-01-07,2020,17:30,TARDE,MARTES,PRADO,CARRERA 41 CALLE 33A,URBANA,TECNICO,3.53138,-76.31138,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADEALANTAR EN ZONA PROHIBIDA,NO APLICA 2020,NO APLICA,CAMIONETA,NISSAN,CALI,PARTICULAR,NO APLICA
46,DAÑOS,2020-01-07,2020,17:30,TARDE,MARTES,PRADO,CARRERA 41 CALLE 33A,URBANA,TECNICO,3.53138,-76.31138,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADEALANTAR EN ZONA PROHIBIDA,NO APLICA 2020,NO APLICA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA
47,HERIDOS,2020-01-04,2020,20:00,NOCHE,SABADO,PRIMERO DE MAYO,CALLE 41 CARRERA 13A -72,URBANA,TECNICO,3.53636,-76.28622,NO APLICA,NO APLICA,NO APLICA,ATROPELLO,CRUZAR SIN OBSERVAR,NO APLICA 2020,NO APLICA,MOTO,YAMAHA,FLORIDA,PARTICULAR,NO APLICA
48,HERIDOS,2020-01-04,2020,20:00,NOCHE,SABADO,PRIMERO DE MAYO,CALLE 41 CARRERA 13A -72,URBANA,TECNICO,3.53636,-76.28622,PEATON,1,NO APLICA,ATROPELLO,CRUZAR SIN OBSERVAR,NO APLICA 2020,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
49,HERIDOS,2020-01-08,2020,15:30,TARDE,MIERCOLES,SAN PEDRO,CALLE 37 CARRERA 16A,URBANA,TECNICO,3.53295,-76.28871,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO RESPETAR PRELACION,NO APLICA 2020,PALMIRA,MOTO,JIALING,GUACARI,PARTICULAR,NO APLICA
50,HERIDOS,2020-01-08,2020,15:30,TARDE,MIERCOLES,SAN PEDRO,CALLE 37 CARRERA 16A,URBANA,TECNICO,3.53295,-76.28871,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO RESPETAR PRELACION,NO APLICA 2020,PALMIRA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA
51,DAÑOS,2020-01-08,2020,17:00,TARDE,MIERCOLES,VERSALLES,CARRERA 28 CALLE 42,URBANA,TECNICO,3.53817,-76.29731,NO APLICA,NO APLICA,NO APLICA,CHOQUE,POR ESTABLECER,NO APLICA 2020,NO APLICA,BUSETA,NON PLUS,LA VIRGINIA,PUBLICO,UNIDOS DE BUGA
52,DAÑOS,2020-01-08,2020,17:00,TARDE,MIERCOLES,VERSALLES,CARRERA 28 CALLE 42,URBANA,TECNICO,3.53817,-76.29731,NO APLICA,NO APLICA,NO APLICA,CHOQUE,POR ESTABLECER,NO APLICA 2020,NO APLICA,AUTOMOVIL,HYUNDAI,BOGOTA,PARTICULAR,NO APLICA
53,DAÑOS,2020-01-03,2020,20:00,NOCHE,VIERNES,SANTA TERESITA,CALLE 47 CARRERA 35,URBANA,TECNICO,3.5427,-76.30741,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADELANTAR CERRANDO,NO APLICA 2020,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA
54,DAÑOS,2020-01-03,2020,20:00,NOCHE,VIERNES,SANTA TERESITA,CALLE 47 CARRERA 35,URBANA,TECNICO,3.5427,-76.30741,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADELANTAR CERRANDO,NO APLICA 2020,NO APLICA,CAMIONETA,FORD,CALI,PARTICULAR,NO APLICA
55,HERIDOS,2020-01-07,2020,11:30,MAÑANA,MARTES,PATIO BONITO,CARRERA 19 CALLE 32,URBANA,TECNICO,3.52783,-76.29033,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO RESPETAR PRELACION,NO APLICA 2020,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
56,HERIDOS,2020-01-07,2020,11:30,MAÑANA,MARTES,PATIO BONITO,CARRERA 19 CALLE 32,URBANA,TECNICO,3.52783,-76.29033,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO RESPETAR PRELACION,NO APLICA 2020,PALMA,MOTO,YAMAHA,IBAGUE,PARTICULAR,NO APLICA
57,HERIDOS,2020-01-07,2020,11:30,MAÑANA,MARTES,PATIO BONITO,CARRERA 19 CALLE 32,URBANA,TECNICO,3.52783,-76.29033,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO RESPETAR PRELACION,NO APLICA 2020,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA
58,HERIDOS,2020-01-08,2020,06:40,MAÑANA,MIERCOLES,MIRRIÑAO,CARRERA 28 CALLE 54 -55,URBANA,TECNICO,3.54636,-76.29594,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADELANTAR CERRANO,NO APLICA 2020,NO APLICA,MOTO,AKT,PALMIRA,PARTICULAR,NO APLICA
59,HERIDOS,2020-01-08,2020,06:40,MAÑANA,MIERCOLES,MIRRIÑAO,CARRERA 28 CALLE 54 -55,URBANA,TECNICO,3.54636,-76.29594,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADELANTAR CERRANO,NO APLICA 2020,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
60,HERIDOS,2020-01-08,2020,06:40,MAÑANA,MIERCOLES,MIRRIÑAO,CARRERA 28 CALLE 54 -55,URBANA,TECNICO,3.54636,-76.29594,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,ADELANTAR CERRANO,NO APLICA 2020,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
61,DAÑOS,2020-01-08,2020,11:40,MAÑANA,MIERCOLES,VERSALLES,CALLE 42 CARRERA 28-39,URBANA,TECNICO,3.53807,-76.29792,NO APLICA,NO APLICA,NO APLICA,CHOQUE,REVERSO IMPRUDENTE,NO APLICA 2020,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
62,DAÑOS,2020-01-08,2020,11:40,MAÑANA,MIERCOLES,VERSALLES,CALLE 42 CARRERA 28-39,URBANA,TECNICO,3.53807,-76.29792,NO APLICA,NO APLICA,NO APLICA,CHOQUE,REVERSO IMPRUDENTE,NO APLICA 2020,NO APLICA,AUTOMOVIL,KIA,CERRITO,PARTICULAR,NO APLICA
63,DAÑOS,2020-01-09,2020,14:10,TARDE,JUEVES,VERSALLES,CALLE 42 CARRERA 28 -66,URBANA,TECNICO,3.53817,-76.2973,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA 2020,NO APLICA,AUTOMOVIL,PEUGEOT,NEIVA,PARTICULAR,NO APLICA
64,DAÑOS,2020-01-09,2020,14:10,TARDE,JUEVES,VERSALLES,CALLE 42 CARRERA 28 -66,URBANA,TECNICO,3.53817,-76.2973,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA 2020,NO APLICA,CAMPERO,RENAULT,NEIVA,PARTICULAR,NO APLICA
65,HERIDOS,2020-01-09,2020,05:30,MADRUGADA,JUEVES,FRAY LUIS AMIGO,CALLE 42 CARRERA 49-330,URBANA,TECNICO,3.5379,-76.31912,NO APLICA,NO APLICA,NO APLICA,ATROPELLO,TRANSITAR POR LA CALZADA DE PEATON,NO APLICA 2020,NO APLICA,CAMPERO,RENAULT,CALI,PARTICULAR,NO APLICA
66,HERIDOS,2020-01-09,2020,05:30,MADRUGADA,JUEVES,FRAY LUIS AMIGO,CALLE 42 CARRERA 49-330,URBANA,TECNICO,3.5379,-76.31912,PEATON,1,NO APLICA,ATROPELLO,TRANSITAR POR LA CALZADA DE PEATON,NO APLICA 2020,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
67,HERIDOS,2020-01-09,2020,07:30,MAÑANA,JUEVES,TRINIDAD,CALLE 29 CARRERA 24,URBANA,TECNICO,3.52561,-76.29569,NO APLICA,NO APLICA,NO APLICA,CHOQUE,SEMAFOR EN ROJO,NO APLICA 2020,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
68,HERIDOS,2020-01-09,2020,07:30,MAÑANA,JUEVES,TRINIDAD,CALLE 29 CARRERA 24,URBANA,TECNICO,3.52561,-76.29569,MOTOCICLISTA,1,NO APLICA,CHOQUE,SEMAFOR EN ROJO,NO APLICA 2020,PALMIRA,MOTO,TVS,PALMIRA,PARTICULAR,NO APLICA
69,HERIDOS,2020-01-09,2020,07:30,MAÑANA,JUEVES,TRINIDAD,CALLE 29 CARRERA 24,URBANA,TECNICO,3.52561,-76.29569,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,SEMAFOR EN ROJO,NO APLICA 2020,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
70,DAÑOS,2020-01-09,2020,10:00,MAÑANA,JUEVES,CENTRO,CALLE 29 CARRERA 28-31,URBANA,TECNICO,3.52612,-76.2996,NO APLICA,NO APLICA,NO APLICA,CHOQUE,CAMBIAR DE CARRIL CON O SIN INDICACION,NO APLICA 2020,NO APLICA,CAMIONETA,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
71,DAÑOS,2020-01-09,2020,10:00,MAÑANA,JUEVES,CENTRO,CALLE 29 CARRERA 28-31,URBANA,TECNICO,3.52612,-76.2996,NO APLICA,NO APLICA,NO APLICA,CHOQUE,CAMBIAR DE CARRIL CON O SIN INDICACION,NO APLICA 2020,NO APLICA,MICROBUS,CHEVROLET,PALMIRA,PUBLICO,MONTEBELLO
72,DAÑOS,2020-01-10,2020,15:30,TARDE,VIERNES,HAROLD EDER,CARRERA 41 CALLE 64,URBANA,TECNICO,3.55013,-76.31147,NO APLICA,NO APLICA,NO APLICA,CHOQUE,GIRAR BRUSCAMENTE,NO APLICA 2020,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
73,DAÑOS,2020-01-10,2020,15:30,TARDE,VIERNES,HAROLD EDER,CARRERA 41 CALLE 64,URBANA,TECNICO,3.55013,-76.31147,NO APLICA,NO APLICA,NO APLICA,CHOQUE,GIRAR BRUSCAMENTE,NO APLICA 2020,NO APLICA,AUTOMOVIL,CHEVROLET,GUACARI,PARTICULAR,NO APLICA
74,HERIDOS,2020-01-10,2020,17:10,TARDE,VIERNES,AMERICAS,CARRERA 24 CALLE 15A,URBANA,TECNICO,3.51369,-76.29592,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA 2020,NO APLICA,MOTO,YAMAHA,SABANETA,PARTICULAR,NO APLICA
75,HERIDOS,2020-01-10,2020,17:10,TARDE,VIERNES,AMERICAS,CARRERA 24 CALLE 15A,URBANA,TECNICO,3.51369,-76.29592,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA 2020,PALMIRA,MOTO,YAMAHA,PALMIRA,PARTICULAR,NO APLICA
