,GRAVEDAD,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIO-CORREGIMIENTO-VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,CONDICION_VICTIMA,LESIONADO,HOMICIDIOS,TIPO_ACCIDENTE,HIPOTESIS,GENERO,CLINICA,CLASE_VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA
416,HERIDOS,2020-02-18,2020,14:15,TARDE,MARTES,FRAY LUIS AMIGO,CARRERA 39 CALLE 42-226,URBANA,TECNICO,3.53936,-76.30983,MOTOCICLISTA,1,NO APLICA,CHOQUE,GIRAR BRUSCAMENTE,NO APLICA 2020,PALMA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
417,HERIDOS,2020-02-18,2020,14:15,TARDE,MARTES,FRAY LUIS AMIGO,CARRERA 39 CALLE 42-226,URBANA,TECNICO,3.53936,-76.30983,NO APLICA,NO APLICA,NO APLICA,CHOQUE,GIRAR BRUSCAMENTE,NO APLICA 2020,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA
418,HERIDOS,2020-02-18,2020,14:15,TARDE,MARTES,FRAY LUIS AMIGO,CARRERA 39 CALLE 42-226,URBANA,TECNICO,3.53936,-76.30983,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,GIRAR BRUSCAMENTE,NO APLICA 2020,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
419,HERIDOS,2020-02-18,2020,17:40,TARDE,MARTES,RIVERA ESCOBAR,CARRERA 35 CALLE 31-74,URBANA,TECNICO,3.52935,-76.30562,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADELANTAR EN ZONA PROHIBIDAD,NO APLICA 2020,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA
420,HERIDOS,2020-02-18,2020,17:40,TARDE,MARTES,RIVERA ESCOBAR,CARRERA 35 CALLE 31-74,URBANA,TECNICO,3.52935,-76.30562,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADELANTAR EN ZONA PROHIBIDAD,NO APLICA 2020,NO APLICA,MOTO,AUTECO,GUACARI,PARTICULAR,NO APLICA
421,HERIDOS,2020-02-18,2020,17:40,TARDE,MARTES,RIVERA ESCOBAR,CARRERA 35 CALLE 31-74,URBANA,TECNICO,3.52935,-76.30562,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,ADELANTAR EN ZONA PROHIBIDAD,NO APLICA 2020,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
422,HERIDOS,2020-02-18,2020,18:40,NOCHE,MARTES,SANTA RITA,CARRERA 27 CALLE 38,URBANA,TECNICO,3.53468,-76.29674,MOTOCICLISTA,1,NO APLICA,CHOQUE,DESOBEDECER SEÑAL,NO APLICA 2020,PALMIRA,MOTO,YAMAHA,EL CERRITO,PARTICULAR,NO APLICA
423,HERIDOS,2020-02-18,2020,18:40,NOCHE,MARTES,SANTA RITA,CARRERA 27 CALLE 38,URBANA,TECNICO,3.53468,-76.29674,MOTOCICLISTA,1,NO APLICA,CHOQUE,DESOBEDECER SEÑAL,NO APLICA 2020,PALMIRA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA
424,HERIDOS,2020-02-18,2020,18:40,NOCHE,MARTES,SANTA RITA,CARRERA 27 CALLE 38,URBANA,TECNICO,3.53468,-76.29674,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,DESOBEDECER SEÑAL,NO APLICA 2020,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
425,HERIDOS,2020-02-17,2020,10:00,MAÑANA,LUNES,NUEVO,CARRERA 31 CALLE 27,URBANA,TECNICO,3.52485,-76.30209,CONDUCTOR,1,NO APLICA,CHOQUE,DESOBEDECER SEÑAL,NO APLICA 2020,PALMIRA,AUTOMOVIL,HYUNDAI,PALMIRA,PUBLICO,FLOTA PALMIRA
426,HERIDOS,2020-02-17,2020,10:00,MAÑANA,LUNES,NUEVO,CARRERA 31 CALLE 27,URBANA,TECNICO,3.52485,-76.30209,MOTOCICLISTA,1,NO APLICA,CHOQUE,DESOBEDECER SEÑAL,NO APLICA 2020,PALMIRA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA
427,DAÑOS,2020-02-17,2020,09:30,MAÑANA,LUNES,CENTRO,CARRERA 29 CALLE 31-86,URBANA,TECNICO,3.52845,-76.29957,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADELANTAR EN ZIGZAG,NO APLICA 2020,NO APLICA,AUTOMOVIL,FIAT,CALI,PARTICULAR,NO APLICA
428,DAÑOS,2020-02-17,2020,09:30,MAÑANA,LUNES,CENTRO,CARRERA 29 CALLE 31-86,URBANA,TECNICO,3.52845,-76.29957,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADELANTAR EN ZIGZAG,NO APLICA 2020,NO APLICA,MOTO,SUZUKI,DOSQUEBRADAS,PARTICULAR,NO APLICA
429,HERIDOS,2020-02-18,2020,06:00,MAÑANA,MARTES,URIBE,CALLE 33 CARRERA 23,URBANA,TECNICO,3.5297,-76.29426,NO APLICA,NO APLICA,NO APLICA,CHOQUE,DESOBEDECER SEÑAL,NO APLICA 2020,NO APLICA,AUTOMOVIL,HYUNDAI,CALI,PARTICULAR,NO APLICA
430,HERIDOS,2020-02-18,2020,06:00,MAÑANA,MARTES,URIBE,CALLE 33 CARRERA 23,URBANA,TECNICO,3.5297,-76.29426,CICLISTA,1,NO APLICA,CHOQUE,DESOBEDECER SEÑAL,NO APLICA 2020,PALMA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA
431,HERIDOS,2020-02-19,2020,05:30,MADRUGADA,MIERCOLES,SAN PEDRO,CALLE 35 CARRERA 17 -57,URBANA,TECNICO,3.53111,-76.28919,MOTOCICLISTA,1,NO APLICA,OTRO,CABLE EN SUELO,NO APLICA 2020,RAUL,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
432,HERIDOS,2020-02-17,2020,14:00,TARDE,LUNES,FATIMA,CARRERA 11 CALLE 27A,URBANA,TECNICO,3.52314,-76.28553,NO APLICA,NO APLICA,NO APLICA,CHOQUE,POR ESTABLECER,NO APLICA 2020,NO APLICA,MOTO,BAJAJ,PRADERA,PARTICULAR,NO APLICA
433,HERIDOS,2020-02-17,2020,14:00,TARDE,LUNES,FATIMA,CARRERA 11 CALLE 27A,URBANA,TECNICO,3.52314,-76.28553,MOTOCICLISTA,1,NO APLICA,CHOQUE,POR ESTABLECER,NO APLICA 2020,PALMA,MOTO,HONDA,PALMIRA,PARTICULAR,NO APLICA
434,HERIDOS,2020-02-17,2020,14:45,TARDE,LUNES,NUEVO,CARRERA 30 CALLE 26,URBANA,TECNICO,3.52382,-76.30133,MOTOCICLISTA,1,NO APLICA,CHOQUE,DESOBEDECER SEÑAL,NO APLICA 2020,PALMIRA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA
435,HERIDOS,2020-02-17,2020,14:45,TARDE,LUNES,NUEVO,CARRERA 30 CALLE 26,URBANA,TECNICO,3.52382,-76.30133,NO APLICA,NO APLICA,NO APLICA,CHOQUE,DESOBEDECER SEÑAL,NO APLICA 2020,NO APLICA,MOTO,YAMAHA,GUACARI,PARTICULAR,NO APLICA
436,HERIDOS,2020-02-19,2020,08:20,MAÑANA,MIERCOLES,VIA PALMIRA AGUACLARA LA BUITRERA,KM 4,RURAL,TECNICO,3.50632,-76.22691,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA 2020,NO APLICA,CAMIONETA,NISSAN,BOGOTA,PARTICULAR,NO APLICA
437,HERIDOS,2020-02-19,2020,08:20,MAÑANA,MIERCOLES,VIA PALMIRA AGUACLARA LA BUITRERA,KM 4,RURAL,TECNICO,3.50632,-76.22691,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA 2020,RAUL,MOTO,YAMAHA,CHOCO,PARTICULAR,NO APLICA
438,DAÑOS,2020-02-19,2020,12:10,TARDE,MIERCOLES,LOPEZ,CARRERA 289 CALLE 38-07,URBANA,TECNICO,3.53542,-76.29848,NO APLICA,NO APLICA,NO APLICA,CHOQUE,REVERSO IMPRUDENTE,NO APLICA 2020,NO APLICA,CAMIONETA,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
439,DAÑOS,2020-02-19,2020,12:10,TARDE,MIERCOLES,LOPEZ,CARRERA 289 CALLE 38-07,URBANA,TECNICO,3.53542,-76.29848,NO APLICA,NO APLICA,NO APLICA,CHOQUE,REVERSO IMPRUDENTE,NO APLICA 2020,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
440,HERIDOS,2020-02-18,2020,07:20,MAÑANA,MARTES,LAS FLORES,CARRERA 1 CALLE 30,URBANA,TECNICO,3.52117,-76.27805,MOTOCICLISTA,1,NO APLICA,CHOQUE,GIRAR BRUSCAMENTE,NO APLICA 2020,PALMIRA,MOTO,BAJAJ,PUERTO TEJADA,PARTICULAR,NO APLICA
441,HERIDOS,2020-02-18,2020,07:20,MAÑANA,MARTES,LAS FLORES,CARRERA 1 CALLE 30,URBANA,TECNICO,3.52117,-76.27805,MOTOCICLISTA,1,NO APLICA,CHOQUE,GIRAR BRUSCAMENTE,NO APLICA 2020,PALMIRA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA
442,HERIDOS,2020-02-20,2020,13:10,TARDE,JUEVES,OLIMPICO,CALLE 26 CARRERA 39,URBANA,TECNICO,3.52514,-76.31007,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO ESTAR PENDIENTE DE LA VIA,NO APLICA 2020,PALMIRA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA
443,HERIDOS,2020-02-20,2020,13:10,TARDE,JUEVES,OLIMPICO,CALLE 26 CARRERA 39,URBANA,TECNICO,3.52514,-76.31007,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO ESTAR PENDIENTE DE LA VIA,NO APLICA 2020,PALMIRA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA
444,HERIDOS,2020-02-20,2020,13:10,TARDE,JUEVES,OLIMPICO,CALLE 26 CARRERA 39,URBANA,TECNICO,3.52514,-76.31007,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,NO ESTAR PENDIENTE DE LA VIA,NO APLICA 2020,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
445,HERIDOS,2020-02-20,2020,15:30,TARDE,JUEVES,CORONADO,TRANSVERSAL 30 CALLE 51,URBANA,TECNICO,3.54449,-76.31108,NO APLICA,NO APLICA,NO APLICA,CHOQUE,GIRAR BRUSCAMENTE,NO APLICA 2020,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
446,HERIDOS,2020-02-20,2020,15:30,TARDE,JUEVES,CORONADO,TRANSVERSAL 30 CALLE 51,URBANA,TECNICO,3.54449,-76.31108,CICLISTA,1,NO APLICA,CHOQUE,GIRAR BRUSCAMENTE,NO APLICA 2020,PALMIRA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA
447,HERIDOS,2020-02-20,2020,15:30,TARDE,JUEVES,CORONADO,TRANSVERSAL 30 CALLE 51,URBANA,TECNICO,3.54449,-76.31108,ACOMPAÑANTE CICLISTA,1,NO APLICA,CHOQUE,GIRAR BRUSCAMENTE,NO APLICA 2020,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
448,HERIDOS,2020-02-20,2020,18:30,NOCHE,JUEVES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53874,-76.30605,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO RESPETAR PELACION,NO APLICA 2020,PALMA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA
449,HERIDOS,2020-02-20,2020,18:30,NOCHE,JUEVES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53874,-76.30605,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO RESPETAR PELACION,NO APLICA 2020,NO APLICA,MOTO,AKT,BUGA,PARTICULAR,NO APLICA
450,HERIDOS,2020-02-20,2020,19:50,NOCHE,JUEVES,EL MUNICIPAL,CALLE 31 CARRERA 1-112,URBANA,TECNICO,3.52511,-76.27835,MOTOCICLISTA,1,NO APLICA,CHOQUE,ADELANTAR INVADIENDO CARRIL,NO APLICA 2020,PALMA,MOTO,BAJAJ,PALMIRA,PARTICULAR,NO APLICA
451,HERIDOS,2020-02-20,2020,19:50,NOCHE,JUEVES,EL MUNICIPAL,CALLE 31 CARRERA 1-112,URBANA,TECNICO,3.52511,-76.27835,MOTOCICLISTA,1,NO APLICA,CHOQUE,ADELANTAR INVADIENDO CARRIL,NO APLICA 2020,PALMA,MOTO,SUZUKI,PEREIRA,PARTICULAR,NO APLICA
452,DAÑOS,2020-02-20,2020,18:25,NOCHE,JUEVES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53912,-76.3069,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA 2020,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA
453,DAÑOS,2020-02-20,2020,18:25,NOCHE,JUEVES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53912,-76.3069,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA 2020,NO APLICA,AUTOMOVIL,MAZDA,PRADERA,PARTICULAR,NO APLICA
454,DAÑOS,2020-02-20,2020,18:25,NOCHE,JUEVES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53912,-76.3069,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA 2020,NO APLICA,AUTOMOVIL,MITSUBISHI,PALMIRA,PARTICULAR,NO APLICA
455,HERIDOS,2020-02-21,2020,16:40,TARDE,VIERNES,INDUSTRIAL,CALLE 42 CARRERA 35-00,URBANA,TECNICO,3.53907,-76.30816,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADELANTAMIENTO INDEBIDO,NO APLICA 2020,NO APLICA,AUTOMOVIL,HYUNDAI,CALI,PARTICULAR,NO APLICA
456,HERIDOS,2020-02-21,2020,16:40,TARDE,VIERNES,INDUSTRIAL,CALLE 42 CARRERA 35-00,URBANA,TECNICO,3.53907,-76.30816,MOTOCICLISTA,1,NO APLICA,CHOQUE,ADELANTAMIENTO INDEBIDO,NO APLICA 2020,PALMIRA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA
457,HERIDOS,2020-02-21,2020,16:40,TARDE,VIERNES,INDUSTRIAL,CALLE 42 CARRERA 35-00,URBANA,TECNICO,3.53907,-76.30816,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,ADELANTAMIENTO INDEBIDO,NO APLICA 2020,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
458,DAÑOS,2020-02-21,2020,16:15,TARDE,VIERNES,ZAMORANO,CARRERA 28 CALLE 69-67,URBANA,TECNICO,3.55542,-76.29201,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ARRANCAR SIN PRECAUCION,NO APLICA 2020,NO APLICA,CAMIONETA,KIA,CALI,PARTICULAR,NO APLICA
459,DAÑOS,2020-02-21,2020,16:15,TARDE,VIERNES,ZAMORANO,CARRERA 28 CALLE 69-67,URBANA,TECNICO,3.55542,-76.29201,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ARRANCAR SIN PRECAUCION,NO APLICA 2020,NO APLICA,BUSETA,CHEVROLET,EL CERRITO,PUBLICO,COODETRANS PALMIRA
460,HERIDOS,2020-02-22,2020,07:45,MAÑANA,SABADO,SESQUI,CARRERA 32 CALLE 10,URBANA,TECNICO,3.50939,-76.30795,MOTOCICLISTA,1,NO APLICA,CHOQUE,POR ESTABLECER,NO APLICA 2020,PALMIRA,MOTO,HONDA,PRADERA,PARTICULAR,NO APLICA
461,HERIDOS,2020-02-22,2020,07:45,MAÑANA,SABADO,SESQUI,CARRERA 32 CALLE 10,URBANA,TECNICO,3.50939,-76.30795,CICLISTA,1,NO APLICA,CHOQUE,POR ESTABLECER,NO APLICA 2020,PALMIRA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA
462,HERIDOS,2020-02-22,2020,09:40,MAÑANA,SABADO,SANTA TERESITA,CALLE 47 CARRERA 35-02,URBANA,TECNICO,3.54259,-76.3077,NO APLICA,NO APLICA,NO APLICA,CHOQUE,IMPERICIA EN EL MANEJO,NO APLICA 2020,NO APLICA,CAMIONETA,MAZDA,CALI,PARTICULAR,NO APLICA
463,HERIDOS,2020-02-22,2020,09:40,MAÑANA,SABADO,SANTA TERESITA,CALLE 47 CARRERA 35-02,URBANA,TECNICO,3.54259,-76.3077,NO APLICA,NO APLICA,NO APLICA,CHOQUE,IMPERICIA EN EL MANEJO,NO APLICA 2020,NO APLICA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
464,HERIDOS,2020-02-22,2020,09:40,MAÑANA,SABADO,SANTA TERESITA,CALLE 47 CARRERA 35-02,URBANA,TECNICO,3.54259,-76.3077,MOTOCICLISTA,1,NO APLICA,CHOQUE,IMPERICIA EN EL MANEJO,NO APLICA 2020,PALMA,MOTO,KAWASAKI,PALMIRA,PARTICULAR,NO APLICA
465,HERIDOS,2020-02-22,2020,12:35,TARDE,SABADO,CAICELANDIA,CARRERA 11 CALLE 28,URBANA,TECNICO,3.52373,-76.28536,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADELANTAMIENTO INDEBIDO,NO APLICA 2020,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA
466,HERIDOS,2020-02-22,2020,12:35,TARDE,SABADO,CAICELANDIA,CARRERA 11 CALLE 28,URBANA,TECNICO,3.52373,-76.28536,MOTOCICLISTA,1,NO APLICA,CHOQUE,ADELANTAMIENTO INDEBIDO,NO APLICA 2020,PALMIRA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA
467,MUERTO,2020-02-23,2020,08:35,MAÑANA,DOMINGO,VIA CORONADO ROZO,120MTS HACIENDA OMITA 1,RURAL,TECNICO,3.56432,-76.31021,NO APLICA,NO APLICA,NO APLICA,CHOQUE,INVADIR CARRIL,NO APLICA 2020,NO APLICA,CAMIONETA,CHEVROLET,CALI,PARTICULAR,NO APLICA
468,HERIDOS,2020-02-23,2020,08:35,MAÑANA,DOMINGO,VIA CORONADO ROZO,120MTS HACIENDA OMITA 1,RURAL,TECNICO,3.56432,-76.31021,MOTOCICLISTA,NO APLICA,1,CHOQUE,INVADIR CARRIL,NO APLICA 2020,NO APLICA,MOTO,HONDA,BUGA,PARTICULAR,NO APLICA
469,HERIDOS,2020-02-23,2020,08:35,MAÑANA,DOMINGO,VIA CORONADO ROZO,120MTS HACIENDA OMITA 1,RURAL,TECNICO,3.56432,-76.31021,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,INVADIR CARRIL,NO APLICA 2020,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
470,HERIDOS,2020-02-23,2020,12:00,TARDE,DOMINGO,INDUSTRIAL,CARRERA 35 CALLE 42 -43,URBANA,TECNICO,3.53988,-76.30685,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADELANTAR POR LA DERECHA,NO APLICA 2020,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA
471,HERIDOS,2020-02-23,2020,12:00,TARDE,DOMINGO,INDUSTRIAL,CARRERA 35 CALLE 42 -43,URBANA,TECNICO,3.53988,-76.30685,MOTOCICLISTA,1,NO APLICA,CHOQUE,ADELANTAR POR LA DERECHA,NO APLICA 2020,FRACTURAS,MOTO,SUZUKI,PEREIRA,PARTICULAR,NO APLICA
472,HERIDOS,2020-02-23,2020,12:00,TARDE,DOMINGO,INDUSTRIAL,CARRERA 35 CALLE 42 -43,URBANA,TECNICO,3.53988,-76.30685,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,ADELANTAR POR LA DERECHA,NO APLICA 2020,FRACTURAS,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
473,HERIDOS,2020-02-22,2020,17:20,TARDE,SABADO,NUEVO,CARRERA 32 CALLE 18,URBANA,TECNICO,3.5173,-76.30439,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO RESPETAR PELACION,NO APLICA 2020,NO APLICA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
474,HERIDOS,2020-02-22,2020,17:20,TARDE,SABADO,NUEVO,CARRERA 32 CALLE 18,URBANA,TECNICO,3.5173,-76.30439,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO RESPETAR PELACION,NO APLICA 2020,FRACTURAS,MOTO,SUZUKI,DOSQUEBRADAS,PARTICULAR,NO APLICA
475,HERIDOS,2020-02-24,2020,17:20,TARDE,LUNES,TREBOL,CARRERA 23 CALLE 27,URBANA,TECNICO,3.52387,-76.29506,NO APLICA,NO APLICA,NO APLICA,CHOQUE,DESOBEDECER SEÑAL,NO APLICA 2020,NO APLICA,MICROBUS,CHEVROLET,PUERTO TEJADA,PUBLICO,EXP PRADERA
476,HERIDOS,2020-02-24,2020,17:20,TARDE,LUNES,TREBOL,CARRERA 23 CALLE 27,URBANA,TECNICO,3.52387,-76.29506,MOTOCICLISTA,1,NO APLICA,CHOQUE,DESOBEDECER SEÑAL,NO APLICA 2020,PALMIRA,MOTO,AKT,BOGOTA,PARTICULAR,NO APLICA
477,HERIDOS,2020-02-24,2020,17:20,TARDE,LUNES,TREBOL,CARRERA 23 CALLE 27,URBANA,TECNICO,3.52387,-76.29506,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,DESOBEDECER SEÑAL,NO APLICA 2020,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
478,DAÑOS,2020-02-24,2020,10:20,MAÑANA,LUNES,CENTRO,CALLE 29 CARRERA 23,URBANA,TECNICO,3.52551,-76.29489,NO APLICA,NO APLICA,NO APLICA,CHOQUE,VEHICULO ESTACIONADO,NO APLICA 2020,NO APLICA,BUSETA,NON PLUS,GUACARI,PUBLICO,COODETRANS PALMIRA
479,DAÑOS,2020-02-24,2020,10:20,MAÑANA,LUNES,CENTRO,CALLE 29 CARRERA 23,URBANA,TECNICO,3.52551,-76.29489,NO APLICA,NO APLICA,NO APLICA,CHOQUE,VEHICULO ESTACIONADO,NO APLICA 2020,NO APLICA,CAMION,IVECO,PRADERA,PARTICULAR,NO APLICA
480,HERIDOS,2020-02-23,2020,04:30,MADRUGADA,DOMINGO,MIRRIÑAO,CALLE 64 CARRERA 34B,URBANA,TECNICO,3.55928,-76.3011,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADELANTAR INTERSECCION,NO APLICA 2020,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
481,HERIDOS,2020-02-23,2020,04:30,MADRUGADA,DOMINGO,MIRRIÑAO,CALLE 64 CARRERA 34B,URBANA,TECNICO,3.55928,-76.3011,MOTOCICLISTA,1,NO APLICA,CHOQUE,ADELANTAR INTERSECCION,NO APLICA 2020,PALMA,MOTO,BAJAJ,PALMIRA,PARTICULAR,NO APLICA
482,DAÑOS,2020-02-23,2020,23:10,NOCHE,DOMINGO,CENTRO,CARRERA 27 CALLES 32A-33,URBANA,TECNICO,3.52969,-76.29751,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA 2020,NO APLICA,CAMPERO,RENAULT,PALMIRA,PARTICULAR,NO APLICA
483,DAÑOS,2020-02-23,2020,23:10,NOCHE,DOMINGO,CENTRO,CARRERA 27 CALLES 32A-33,URBANA,TECNICO,3.52969,-76.29751,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA 2020,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA
484,DAÑOS,2020-02-25,2020,10:50,MAÑANA,MARTES,INDUSTRIAL,CALLE 42 CARRRA 34A,URBANA,TECNICO,3.53875,-76.30407,NO APLICA,NO APLICA,NO APLICA,CHOQUE,REVERSO IMPRUDENTE,NO APLICA 2020,NO APLICA,CAMIONETA,RENAULT,PALMIRA,PARTICULAR,NO APLICA
485,DAÑOS,2020-02-25,2020,10:50,MAÑANA,MARTES,INDUSTRIAL,CALLE 42 CARRRA 34A,URBANA,TECNICO,3.53875,-76.30407,NO APLICA,NO APLICA,NO APLICA,CHOQUE,REVERSO IMPRUDENTE,NO APLICA 2020,NO APLICA,CAMIONETA,KIA,GUACARI,PARTICULAR,NO APLICA
486,DAÑOS,2020-02-24,2020,18:00,NOCHE,LUNES,BOSQUE,CALLE 32 CALLE 31,URBANA,TECNICO,3.52549,-76.28076,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA 2020,NO APLICA,CAMIONETA,KIA,PALMIRA,PARTICULAR,NO APLICA
487,DAÑOS,2020-02-24,2020,18:00,NOCHE,LUNES,BOSQUE,CALLE 32 CALLE 31,URBANA,TECNICO,3.52549,-76.28076,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA 2020,NO APLICA,AUTOMOVIL,NISSAN,CALI,PARTICULAR,NO APLICA
488,HERIDOS,2020-02-24,2020,18:50,NOCHE,LUNES,ZAMORANO,CALLE 65CARRERA 28,URBANA,TECNICO,3.55187,-76.29374,NO APLICA,NO APLICA,NO APLICA,CHOQUE,SEMAFORO EN ROJO,NO APLICA 2020,NO APLICA,CAMPERO,HYUNDAI,PAIPA,PARTICULAR,NO APLICA
489,HERIDOS,2020-02-24,2020,18:50,NOCHE,LUNES,ZAMORANO,CALLE 65CARRERA 28,URBANA,TECNICO,3.55187,-76.29374,CICLISTA,1,NO APLICA,CHOQUE,SEMAFORO EN ROJO,NO APLICA 2020,PALMA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA
490,HERIDOS,2020-02-25,2020,17:10,TARDE,MARTES,CHAPINERO,DIAGONAL 30 CALLE 16,URBANA,TECNICO,3.51508,-76.30257,MOTOCICLISTA,1,NO APLICA,CHOQUE,ADELANTAR EN ZONA PROHIBIDAD,NO APLICA 2020,PALMIRA,MOTO,BAJAJ,PALMIRA,PARTICULAR,NO APLICA
491,HERIDOS,2020-02-25,2020,17:10,TARDE,MARTES,CHAPINERO,DIAGONAL 30 CALLE 16,URBANA,TECNICO,3.51508,-76.30257,NO APLICA,NO APLICA,NO APLICA,CHOQUE,ADELANTAR EN ZONA PROHIBIDAD,NO APLICA 2020,NO APLICA,BUSETA,IVECO,PALMIRA,PUBLICO,PALMIRANA
492,HERIDOS,2020-02-25,2020,12:40,TARDE,MARTES,CIUDAD DEL CAMPO,CALLE 95 CARRERA 34,RURAL,TECNICO,3.46089,-76.46505,MOTOCICLISTA,1,NO APLICA,CHOQUE,POR ESTABLECER,NO APLICA 2020,CRISTO REY,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA
