,GRAVEDAD,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIO-CORREGIMIENTO-VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,CONDICION_VICTIMA,LESIONADO,HOMICIDIOS,TIPO_ACCIDENTE,HIPOTESIS,GENERO,CLINICA,CLASE_VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA
0,HERIDOS,2021-01-02,2021,19:30,NOCHE,SABADO,RESERVAS ZAMORANO,DIAGONAL 58 CARRERA 34,URBANA,TECNICO,3.55071,-76.30252,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMIRA,MOTO,HONDA,NO APLICA 2021,PARTICULAR,NO APLICA
1,HERIDOS,2021-01-02,2021,19:30,NOCHE,SABADO,CORONADO,DIAGONAL 58 CARRERA 34,URBANA,TECNICO,3.55071,-76.30252,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,MOTO,YAMAHA,NO APLICA 2021,PARTICULAR,NO APLICA
2,DAÑOS,2021-01-04,2021,09:35,MAÑANA,LUNES,COLOMBIA,CALLE 33 CARRERA 32,URBANA,TECNICO,3.53091,-76.30202,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,CHEVROLET,NO APLICA 2021,PUBLICO,COOP TRANS PALMERAS
3,DAÑOS,2021-01-04,2021,09:35,MAÑANA,LUNES,COLOMBIA,CALLE 33 CARRERA 32,URBANA,TECNICO,3.53091,-76.30202,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,CAMPERO,FORD,NO APLICA 2021,PARTICULAR,NO APLICA
4,MUERTO,2021-01-01,2021,03:50,MADRUGADA,VIERNES,HAROLD EDER,CALLE 51 CARRERA 38,URBANA,TECNICO,3.54452,-76.31069,MOTOCICLISTA,NO APLICA,1,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,MOTO,NO APLICA,NO APLICA 2021,PARTICULAR,NO APLICA
5,HERIDOS,2021-01-04,2021,16:50,TARDE,LUNES,URIBE,CALLE 31 CARRERA 22,URBANA,TECNICO,3.5285,-76.30231,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,CAMPERO,TOYOTA,NO APLICA 2021,PARTICULAR,NO APLICA
6,HERIDOS,2021-01-04,2021,16:50,TARDE,LUNES,URIBE,CALLE 31 CARRERA 22,URBANA,TECNICO,3.5285,-76.30231,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMIRA,MOTO,HONDA,NO APLICA 2021,PARTICULAR,NO APLICA
7,HERIDOS,2021-01-04,2021,16:50,TARDE,LUNES,URIBE,CALLE 31 CARRERA 22,URBANA,TECNICO,3.5285,-76.30231,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,FEMENINA,PALMIRA,NO APLICA,NO APLICA,NO APLICA 2021,NO APLICA,NO APLICA
8,HERIDOS,2021-01-04,2021,18:45,NOCHE,LUNES,CAÑA MIEL,CALLE 44 CARRERA 19-18,URBANA,TECNICO,3.53841,-76.29078,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,MOTO,HERO,NO APLICA 2021,PARTICULAR,NO APLICA
9,HERIDOS,2021-01-04,2021,18:45,NOCHE,LUNES,CAÑA MIEL,CALLE 44 CARRERA 19-18,URBANA,TECNICO,3.53841,-76.29078,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,MOTO,HONDA,NO APLICA 2021,PARTICULAR,NO APLICA
10,HERIDOS,2021-01-04,2021,18:45,NOCHE,LUNES,CAÑA MIEL,CALLE 44 CARRERA 19-18,URBANA,TECNICO,3.53841,-76.29078,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,KIA,NO APLICA 2021,PARTICULAR,NO APLICA
11,DAÑOS,2021-01-05,2021,16:00,TARDE,MARTES,TRINIDAD,CALLE 29 CARRERA 23,URBANA,TECNICO,3.52552,-76.29489,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,BUS,CHEVROLET,NO APLICA 2021,PUBLICO,NO APLICA
12,DAÑOS,2021-01-05,2021,16:00,TARDE,MARTES,TRINIDAD,CALLE 29 CARRERA 23,URBANA,TECNICO,3.52552,-76.29489,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,CHEVROLET,NO APLICA 2021,PARTICULAR,NO APLICA
13,DAÑOS,2021-01-05,2021,17:30,TARDE,MARTES,MIRRIÑAO,CARRERA 28 CALLE 51,URBANA,TECNICO,3.54499,-76.29613,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,RENAULT,NO APLICA 2021,PARTICULAR,NO APLICA
14,DAÑOS,2021-01-05,2021,17:30,TARDE,MARTES,MIRRIÑAO,CARRERA 28 CALLE 51,URBANA,TECNICO,3.54499,-76.29613,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,RENAULT,NO APLICA 2021,PARTICULAR,NO APLICA
15,HERIDOS,2021-01-05,2021,12:00,TARDE,MARTES,URIBE,CALLE 34 CARRERA 24,URBANA,TECNICO,3.5307,-76.29506,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,FEMENINA,RAUL,MOTO,AUTECO,NO APLICA 2021,PARTICULAR,NO APLICA
16,HERIDOS,2021-01-05,2021,12:00,TARDE,MARTES,URIBE,CALLE 34 CARRERA 24,URBANA,TECNICO,3.5307,-76.29506,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,FEMENINA,NO APLICA,AUTOMOVIL,CHEVROLET,NO APLICA 2021,PARTICULAR,NO APLICA
17,HERIDOS,2021-01-05,2021,12:00,TARDE,MARTES,URIBE,CALLE 34 CARRERA 24,URBANA,TECNICO,3.5307,-76.29506,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,RAUL,NO APLICA,NO APLICA,NO APLICA 2021,NO APLICA,NO APLICA
18,DAÑOS,2021-01-04,2021,13:30,TARDE,LUNES,COLOMBIA,CALLE 33 CARRERA 31,URBANA,TECNICO,3.53076,-76.30103,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,KIA,NO APLICA 2021,PUBLICO,FLOTA PALMIRA
19,DAÑOS,2021-01-04,2021,13:30,TARDE,LUNES,COLOMBIA,CALLE 33 CARRERA 31,URBANA,TECNICO,3.53076,-76.30103,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,MOTOCARRO,AYCO,NO APLICA 2021,PUBLICO,NO APLICA
20,HERIDOS,2021-01-05,2021,12:10,TARDE,MARTES,CENTRO,CALLE 28 CARRERA 31,URBANA,TECNICO,3.53076,-76.30103,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,FEMENINA,PALMIRA,MOTO,KIMCO,NO APLICA 2021,PARTICULAR,NO APLICA
21,HERIDOS,2021-01-05,2021,12:10,TARDE,MARTES,CENTRO,CALLE 28 CARRERA 31,URBANA,TECNICO,3.53076,-76.30103,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMIRA,MOTO,YAMAHA,NO APLICA 2021,PARTICULAR,NO APLICA
22,HERIDOS,2021-01-05,2021,07:50,MAÑANA,MARTES,LORRETO,CALLE 36 CARRERA 35,URBANA,TECNICO,3.53408,-76.30572,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,SANTA BARBARA,MOTO,HONDA,NO APLICA 2021,PARTICULAR,NO APLICA
23,HERIDOS,2021-01-05,2021,07:50,MAÑANA,MARTES,LORRETO,CALLE 36 CARRERA 35,URBANA,TECNICO,3.53408,-76.30572,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,FEMENINA,SANTA BARBARA,MOTO,VICTORY,NO APLICA 2021,PARTICULAR,NO APLICA
24,HERIDOS,2021-01-05,2021,10:00,MAÑANA,MARTES,SANTA BARBARA,CALLE 31 CARRERA 41,URBANA,TECNICO,3.5298,-76.31144,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,RENAULT,NO APLICA 2021,PARTICULAR,NO APLICA
25,HERIDOS,2021-01-05,2021,10:00,MAÑANA,MARTES,SANTA BARBARA,CALLE 31 CARRERA 41,URBANA,TECNICO,3.5298,-76.31144,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,FEMENINA,PALMA,MOTO,SUZUKI,NO APLICA 2021,PARTICULAR,NO APLICA
26,DAÑOS,2021-01-06,2021,12:10,TARDE,MIERCOLES,PRIMERO DE MAYO,CALLE 42 CARRERA 9,URBANA,TECNICO,3.53694,-76.28184,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,CAMIONETA,NISSAN,NO APLICA 2021,PARTICULAR,NO APLICA
27,DAÑOS,2021-01-06,2021,12:10,TARDE,MIERCOLES,PRIMERO DE MAYO,CALLE 42 CARRERA 9,URBANA,TECNICO,3.53694,-76.28184,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,MOTO,HONDA,NO APLICA 2021,PARTICULAR,NO APLICA
28,DAÑOS,2021-01-06,2021,17:00,TARDE,MIERCOLES,SAMANES,CARRERA 28 CALLE 48-60,URBANA,TECNICO,3.54275,-76.29645,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,MOTO,HERO,NO APLICA 2021,PARTICULAR,NO APLICA
29,DAÑOS,2021-01-06,2021,17:00,TARDE,MIERCOLES,SAMANES,CARRERA 28 CALLE 48-60,URBANA,TECNICO,3.54275,-76.29645,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,KIA,NO APLICA 2021,PUBLICO,NO APLICA
30,DAÑOS,2021-01-06,2021,17:30,TARDE,MIERCOLES,SAN CAYETANO,CARRERA 24 CALLE 38,URBANA,TECNICO,3.53381,-76.28996,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,CAMIONETA,RENAULT,NO APLICA 2021,OFICIAL,NO APLICA
31,DAÑOS,2021-01-06,2021,17:30,TARDE,MIERCOLES,SAN CAYETANO,CARRERA 24 CALLE 38,URBANA,TECNICO,3.53381,-76.28996,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,HYUNDAI,NO APLICA 2021,PARTICULAR,NO APLICA
32,HERIDOS,2021-01-06,2021,17:20,TARDE,MIERCOLES,SAMANES,CARRERA 28 CALLE 48-60,URBANA,TECNICO,3.54275,-76.29645,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,MOTO,AKT,NO APLICA 2021,PARTICULAR,NO APLICA
33,HERIDOS,2021-01-06,2021,17:20,TARDE,MIERCOLES,SAMANES,CARRERA 28 CALLE 48-60,URBANA,TECNICO,3.54275,-76.29645,CICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,BICICLETA,NO APLICA,NO APLICA 2021,PARTICULAR,NO APLICA
34,HERIDOS,2021-01-06,2021,17:20,TARDE,MIERCOLES,SAMANES,CARRERA 28 CALLE 48-60,URBANA,TECNICO,3.54275,-76.29645,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,KIA,NO APLICA 2021,PUBLICO,NO APLICA
35,DAÑOS,2021-01-07,2021,1900-08-17T00:00,MADRUGADA,JUEVES,MIRRIÑAO,CALLLE 60 CARRERA 34A-34B,URBANA,TECNICO,3.5508,-76.30378,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,VOLKSWAGEN,NO APLICA 2021,PARTICULAR,NO APLICA
36,HERIDOS,2021-01-01,2021,14:30,TARDE,VIERNES,CENTRO POBLADO ROZO,CALLE 10 N 15A-059 LA TORRE,RURAL,TECNICO,3.61515,-76.39078,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,REMEDIOS CALI,MOTO,AKT,NO APLICA 2021,PARTICULAR,NO APLICA
37,HERIDOS,2021-01-01,2021,14:30,TARDE,VIERNES,CENTRO POBLADO ROZO,CALLE 10 N 15A-059 LA TORRE,RURAL,TECNICO,3.61515,-76.39078,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,MOTO,SUZUKI,NO APLICA 2021,PARTICULAR,NO APLICA
38,HERIDOS,2021-01-01,2021,14:30,TARDE,VIERNES,CENTRO POBLADO ROZO,CALLE 10 N 15A-059 LA TORRE,RURAL,TECNICO,3.61515,-76.39078,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,FEMENINA,REMEDIOS CALI,NO APLICA,NO APLICA,NO APLICA 2021,NO APLICA,NO APLICA
39,HERIDOS,2021-01-05,2021,12:30,TARDE,MARTES,CORREGIMIENTO GUANABANAL,KM 900 + ENTRADA,RURAL,TECNICO,3.50437,-76.42629,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,REMEDIOS CALI,MOTO,HONDA,NO APLICA 2021,PARTICULAR,NO APLICA
40,HERIDOS,2021-01-05,2021,12:30,TARDE,MARTES,CORREGIMIENTO GUANABANAL,KM 900 + ENTRADA,RURAL,TECNICO,3.50437,-76.42629,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,BUS,HYUNDAI,NO APLICA 2021,PUBLICO,TRANS UNION DE TAXIS
41,DAÑOS,2021-01-07,2021,09:30,MAÑANA,JUEVES,PRADO,CALLE 35 CARRERA 41,URBANA,TECNICO,3.53229,-76.31134,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,MOTO,WEST,NO APLICA 2021,PARTICULAR,NO APLICA
42,DAÑOS,2021-01-07,2021,09:30,MAÑANA,JUEVES,PRADO,CALLE 35 CARRERA 41,URBANA,TECNICO,3.53229,-76.31134,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,FEMENINA,NO APLICA,CAMIONETA,RENAULT,NO APLICA 2021,PARTICULAR,NO APLICA
43,DAÑOS,2021-01-07,2021,08:00,MAÑANA,JUEVES,COLOMBINA,CARRERA 18 CALLE 30,URBANA,TECNICO,3.52591,-76.2905,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,CAMIONETA,NISSAN,NO APLICA 2021,PARTICULAR,NO APLICA
44,DAÑOS,2021-01-07,2021,08:00,MAÑANA,JUEVES,COLOMBINA,CARRERA 18 CALLE 30,URBANA,TECNICO,3.52591,-76.2905,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,FEMENINA,NO APLICA,AUTOMOVIL,CHEVROLET,NO APLICA 2021,PARTICULAR,NO APLICA
45,DAÑOS,2021-01-08,2021,11:30,MAÑANA,VIERNES,SANTA RITA,CARRERA 27 CALLE 38,URBANA,TECNICO,3.53468,-76.29676,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,CAMPERO,ARO,NO APLICA 2021,PARTICULAR,NO APLICA
46,DAÑOS,2021-01-08,2021,11:30,MAÑANA,VIERNES,SANTA RITA,CARRERA 27 CALLE 38,URBANA,TECNICO,3.53468,-76.29676,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,HYUNDAI,NO APLICA 2021,PUBLICO,UNITAX
47,HERIDOS,2021-01-07,2021,16:00,TARDE,JUEVES,JARDIN,CALLE 33C CARRERA 2,URBANA,TECNICO,3.52806,-76.2762,CONDUCTOR,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,AUTOMOVIL,RENAULT,NO APLICA 2021,PARTICULAR,NO APLICA
48,HERIDOS,2021-01-07,2021,16:00,TARDE,JUEVES,JARDIN,CALLE 33C CARRERA 2,URBANA,TECNICO,3.52806,-76.2762,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,MOTO,HERO,NO APLICA 2021,PARTICULAR,NO APLICA
49,HERIDOS,2021-01-07,2021,16:00,TARDE,JUEVES,JARDIN,CALLE 33C CARRERA 2,URBANA,TECNICO,3.52806,-76.2762,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,NO APLICA,NO APLICA,NO APLICA 2021,NO APLICA,NO APLICA
50,HERIDOS,2021-01-07,2021,16:00,TARDE,JUEVES,JARDIN,CALLE 33C CARRERA 2,URBANA,TECNICO,3.52806,-76.2762,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,MOTO,AKT,NO APLICA 2021,PARTICULAR,NO APLICA
51,MUERTO,2021-01-02,2021,00:40,MADRUGADA,SABADO,CENTRO POBLADO ROZO,AVENIDAD 9 CALLE 13-295,RURAL,TECNICO,3.61555,-76.38897,MOTOCICLISTA,NO APLICA,1,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,MOTO,KIMCO,NO APLICA 2021,PARTICULAR,NO APLICA
52,MUERTO,2021-01-02,2021,00:40,MADRUGADA,SABADO,CENTRO POBLADO ROZO,AVENIDAD 9 CALLE 13-295,RURAL,TECNICO,3.61555,-76.38897,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,MOTO,YAMAHA,NO APLICA 2021,PARTICULAR,NO APLICA
53,MUERTO,2021-01-02,2021,00:40,MADRUGADA,SABADO,CENTRO POBLADO ROZO,AVENIDAD 9 CALLE 13-295,RURAL,TECNICO,3.61555,-76.38897,ACOMPAÑANTE MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,NO APLICA,NO APLICA,NO APLICA 2021,NO APLICA,NO APLICA
54,DAÑOS,2021-01-09,2021,14:05,TARDE,SABADO,COLOMBINA,CALLE 30 CARRERA 18,URBANA,TECNICO,3.52591,-76.2905,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,RENAULT,NO APLICA 2021,PARTICULAR,NO APLICA
55,DAÑOS,2021-01-09,2021,14:05,TARDE,SABADO,COLOMBINA,CALLE 30 CARRERA 18,URBANA,TECNICO,3.52591,-76.2905,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,MOTO,BAJAJ,NO APLICA 2021,PARTICULAR,NO APLICA
56,HERIDOS,2021-01-09,2021,17:00,TARDE,SABADO,COLOMBINA,CALLE 30 CARRERA 17,URBANA,TECNICO,3.52578,-76.28961,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,FEMENINA,NO APLICA,AUTOMOVIL,VOLKSWAGEN,NO APLICA 2021,PARTICULAR,NO APLICA
57,HERIDOS,2021-01-09,2021,17:00,TARDE,SABADO,COLOMBINA,CALLE 30 CARRERA 17,URBANA,TECNICO,3.52578,-76.28961,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,MOTO,AKT,NO APLICA 2021,PARTICULAR,NO APLICA
58,HERIDOS,2021-01-09,2021,17:00,TARDE,SABADO,COLOMBINA,CALLE 30 CARRERA 17,URBANA,TECNICO,3.52578,-76.28961,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,MOTO,VICTORY,NO APLICA 2021,PARTICULAR,NO APLICA
59,HERIDOS,2021-01-09,2021,17:00,TARDE,SABADO,COLOMBINA,CALLE 30 CARRERA 17,URBANA,TECNICO,3.52578,-76.28961,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,CHEVROLET,NO APLICA 2021,PUBLICO,NO APLICA
60,HERIDOS,2021-01-10,2021,20:30,NOCHE,DOMINGO,ZAMORANO,DIAGONAL 65 CARRERA 33,URBANA,TECNICO,3.55811,-76.29934,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,MOTO,SUZUKI,NO APLICA 2021,PARTICULAR,NO APLICA
61,HERIDOS,2021-01-10,2021,20:30,NOCHE,DOMINGO,ZAMORANO,DIAGONAL 65 CARRERA 33,URBANA,TECNICO,3.55811,-76.29934,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,RAUL,MOTO,HONDA,NO APLICA 2021,PARTICULAR,NO APLICA
62,HERIDOS,2021-01-11,2021,10:20,MAÑANA,LUNES,COLOMBINA,CARRERA 18 CALLE 28,URBANA,TECNICO,3.52431,-76.29073,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,FEMENINA,NO APLICA,AUTOMOVIL,CHEVROLET,NO APLICA 2021,PARTICULAR,NO APLICA
63,HERIDOS,2021-01-11,2021,10:20,MAÑANA,LUNES,COLOMBINA,CARRERA 18 CALLE 28,URBANA,TECNICO,3.52431,-76.29073,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,MOTO,HONDA,NO APLICA 2021,PARTICULAR,NO APLICA
64,MUERTO,2021-01-12,2021,10:30,MAÑANA,MARTES,URIBE,CARRERA 23 CALLE 32A,URBANA,TECNICO,3.52847,-76.29444,MOTOCICLISTA,NO APLICA,1,CHOQUE,NO APLICA 2021,MASCULINO,PALMIRA,MOTO,SUZUKI,NO APLICA 2021,PARTICULAR,NO APLICA
65,MUERTO,2021-01-12,2021,10:30,MAÑANA,MARTES,URIBE,CARRERA 23 CALLE 32A,URBANA,TECNICO,3.52847,-76.29444,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,MAZDA,NO APLICA 2021,PARTICULAR,NO APLICA
66,HERIDOS,2021-01-12,2021,11:00,MAÑANA,MARTES,ZAMORANO,DIAGONAL 62A CARRERA 32-68,URBANA,TECNICO,3.55658,-76.3007,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,HYUNDAI,NO APLICA 2021,PARTICULAR,NO APLICA
67,HERIDOS,2021-01-12,2021,11:00,MAÑANA,MARTES,ZAMORANO,DIAGONAL 62A CARRERA 32-68,URBANA,TECNICO,3.55658,-76.3007,PEATON,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,NO APLICA,NO APLICA,NO APLICA 2021,NO APLICA,NO APLICA
68,DAÑOS,2021-01-12,2021,13:00,TARDE,MARTES,VERSALLES,CALLE 42 CARRERA 27-26,URBANA,TECNICO,3.53783,-76.29594,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,RENAULT,NO APLICA 2021,PARTICULAR,NO APLICA
69,DAÑOS,2021-01-12,2021,13:00,TARDE,MARTES,VERSALLES,CALLE 42 CARRERA 27-26,URBANA,TECNICO,3.53783,-76.29594,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,MOTO,HERO,NO APLICA 2021,PARTICULAR,NO APLICA
70,DAÑOS,2021-01-13,2021,22:40,NOCHE,MIERCOLES,SAN PEDRO,CARRERA 19 CALLE 42,URBANA,TECNICO,3.53711,-76.29063,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,CHEVROLET,NO APLICA 2021,PARTICULAR,NO APLICA
71,DAÑOS,2021-01-13,2021,22:40,NOCHE,MIERCOLES,SAN PEDRO,CARRERA 19 CALLE 42,URBANA,TECNICO,3.53711,-76.29063,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,CHEVROLET,NO APLICA 2021,PARTICULAR,NO APLICA
72,HERIDOS,2021-01-13,2021,12:40,TARDE,MIERCOLES,ITALIA,DIAGONAL 28 CALLE 6,URBANA,TECNICO,3.50553,-76.29887,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,DAEWOO,NO APLICA 2021,PARTICULAR,NO APLICA
73,HERIDOS,2021-01-13,2021,12:40,TARDE,MIERCOLES,ITALIA,DIAGONAL 28 CALLE 6,URBANA,TECNICO,3.50553,-76.29887,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMIRA,MOTO,BAJAJ,NO APLICA 2021,PARTICULAR,NO APLICA
74,HERIDOS,2021-01-13,2021,13:00,TARDE,MIERCOLES,RECREO,CALLE 18 CARRERA 26,URBANA,TECNICO,3.5169,-76.29895,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMIRA,MOTO,HERO,NO APLICA 2021,PARTICULAR,NO APLICA
75,HERIDOS,2021-01-13,2021,13:00,TARDE,MIERCOLES,RECREO,CALLE 18 CARRERA 26,URBANA,TECNICO,3.5169,-76.29895,MOTOCICLISTA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,FEMENINA,NO APLICA,CAMIONETA,RENAULT,NO APLICA 2021,PARTICULAR,NO APLICA
76,HERIDOS,2021-01-13,2021,20:30,NOCHE,MIERCOLES,ESTONIA,CALLE 47 CARRERA 30,URBANA,TECNICO,3.5423,-76.29817,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,MOTO,YAMAHA,NO APLICA 2021,PARTICULAR,NO APLICA
77,HERIDOS,2021-01-13,2021,20:30,NOCHE,MIERCOLES,ESTONIA,CALLE 47 CARRERA 30,URBANA,TECNICO,3.5423,-76.29817,MOTOCICLISTA,1,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,PALMA,MOTO,SUZUKI,NO APLICA 2021,PARTICULAR,NO APLICA
78,DAÑOS,2021-01-13,2021,14:20,TARDE,MIERCOLES,SANTA BARBARA,PARQUIADERO CENTRO COMERCIAL LLANO GRANDE,URBANA,TECNICO,3.52805,-76.31758,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,AUTOMOVIL,CHEVROLET,NO APLICA 2021,PARTICULAR,NO APLICA
79,DAÑOS,2021-01-13,2021,14:20,TARDE,MIERCOLES,SANTA BARBARA,PARQUIADERO CENTRO COMERCIAL LLANO GRANDE,URBANA,TECNICO,3.52805,-76.31758,NO APLICA,NO APLICA,NO APLICA,CHOQUE,NO APLICA 2021,MASCULINO,NO APLICA,CAMIONETA,FORD,NO APLICA 2021,PARTICULAR,NO APLICA
