,GRAVEDAD,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIO-CORREGIMIENTO-VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CONDICION_VICTIMA,TIPO_ACCIDENTE,GENERO,LESIONADO,CLINICA,CLASE_VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA,HOMICIDIOS
0,HERIDOS,2022-01-01,2022,09:30,MAÑANA,SABADO,BARRIO NUEVO,CALLE 19 CARRERA 32,URBANA,TECNICO,3.51833,-76.304,IMPERICIA EN EL MANEJO,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,YAMAHA,META,PARTICULAR,NO APLICA,0
1,HERIDOS,2022-01-01,2022,09:30,MAÑANA,SABADO,BARRIO NUEVO,CALLE 19 CARRERA 32,URBANA,TECNICO,3.51833,-76.304,IMPERICIA EN EL MANEJO,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,SUZUKI,FLORIDA,PARTICULAR,NO APLICA,0
2,HERIDOS,2022-01-01,2022,11:15,MAÑANA,SABADO,POBLADO,CARRERA 18 CALLE 44,URBANA,TECNICO,3.53869,-76.28967,NO RESPETAR PRELACION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,YAMAHA,ARMENIA,PARTICULAR,NO APLICA,0
3,HERIDOS,2022-01-01,2022,11:15,MAÑANA,SABADO,POBLADO,CARRERA 18 CALLE 44,URBANA,TECNICO,3.53869,-76.28967,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,YAMAHA,PALMIRA,PARTICULAR,NO APLICA,0
4,HERIDOS,2022-01-01,2022,11:15,MAÑANA,SABADO,POBLADO,CARRERA 18 CALLE 44,URBANA,TECNICO,3.53869,-76.28967,NO RESPETAR PRELACION,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
5,HERIDOS,2022-01-01,2022,13:10,TARDE,SABADO,CENTRO,CALLE 29 CARRERA 32,URBANA,TECNICO,3.52657,-76.30258,SEMAFORO EN ROJO,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,0
6,HERIDOS,2022-01-01,2022,13:10,TARDE,SABADO,CENTRO,CALLE 29 CARRERA 32,URBANA,TECNICO,3.52657,-76.30258,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,SUZUKI,GUACARI,PARTICULAR,NO APLICA,0
7,HERIDOS,2022-01-01,2022,18:00,NOCHE,SABADO,VIA PALMIRA BOLO,KM 2,RURAL,TECNICO,3.50154,-76.31755,INVADIR CARRIL SENTIDO CONTRARIO,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,BUS,HINO,CANDELARIA,PUBLICO,SULTANA,0
8,HERIDOS,2022-01-01,2022,18:00,NOCHE,SABADO,VIA PALMIRA BOLO,KM 2,RURAL,TECNICO,3.50154,-76.31755,INVADIR CARRIL SENTIDO CONTRARIO,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,BAJAJ,PALMIRA,PARTICULAR,NO APLICA,0
9,MUERTO,2022-01-01,2022,21:23,NOCHE,SABADO,CENTRO POBLADO ROZO,CALLE 10 CARRERA 14A-418,RURAL,TECNICO,3.61496,-76.39031,POR ESTABLECER,MOTOCICLISTA,CHOQUE,MASCULINO,MUERTO,NO APLICA,MOTO,HONDA,PALMIRA,PARTICULAR,NO APLICA,1
10,MUERTO,2022-01-01,2022,21:23,NOCHE,SABADO,CENTRO POBLADO ROZO,CALLE 10 CARRERA 14A-418,RURAL,TECNICO,3.61496,-76.39031,POR ESTABLECER,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,RAUL,MOTO,HONDA,CALI,PARTICULAR,NO APLICA,0
11,MUERTO,2022-01-01,2022,21:23,NOCHE,SABADO,CENTRO POBLADO ROZO,CALLE 10 CARRERA 14A-418,RURAL,TECNICO,3.61496,-76.39031,POR ESTABLECER,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
12,HERIDOS,2022-01-01,2022,22:20,NOCHE,SABADO,COLOMBIA,CARRERA 32 CALLE 35,URBANA,TECNICO,3.53249,-76.30178,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,0
13,HERIDOS,2022-01-01,2022,22:20,NOCHE,SABADO,COLOMBIA,CARRERA 32 CALLE 35,URBANA,TECNICO,3.53249,-76.30178,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,SUZUKI,SANTANDER,PARTICULAR,NO APLICA,0
14,MUERTO,2022-01-01,2022,20:00,NOCHE,SABADO,VIA CALI PALMIRA,KM 8 + 50 MTS,RURAL,POLICIA,3.50726,-76.41567,TRANSITAR POR LA CALZADA,PEATON,ATROPELLO,MASCULINO,MUERTO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,1
15,MUERTO,2022-01-09,2022,06:30,MAÑANA,DOMINGO,VIA VIA CALI PALMIRA SUR,KM 18 + 600 MTS,RURAL,POLICIA,3.53172,-76.3234,PERDIDA DEL CONTROL DEL VEHICULO,MOTOCICLISTA,CHOQUE ARBOL,MASCULINO,MUERTO,NO APLICA,MOTO,NO APLICA,NO APLICA,PARTICULAR,NO APLICA,1
16,HERIDOS,2022-01-02,2022,05:50,MADRUGADA,DOMINGO,VIA PALMIRA ROZO,KM 1,RURAL,TECNICO,3.56149,-76.31098,PERDIDA DEL CONTROL DEL VEHICULO,MOTOCICLISTA,CHOQUE ARBOL,MASCULINO,LESIONADO,PALMIRA,MOTO,HERO,CALI,PARTICULAR,NO APLICA,0
17,DAÑOS,2022-01-03,2022,15:30,MAÑANA,LUNES,SANTA BARBARA,CALLE 31 CARRERA 46,URBANA,TECNICO,3.52914,-76.31746,GIRAR REPENTINAMENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMION,CHEVROLET,CALI,PARTICULAR,NO APLICA,0
18,DAÑOS,2022-01-03,2022,15:30,MAÑANA,LUNES,SANTA BARBARA,CALLE 31 CARRERA 46,URBANA,TECNICO,3.52914,-76.31746,GIRAR REPENTINAMENTE,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,0
19,DAÑOS,2022-01-03,2022,08:30,MAÑANA,LUNES,CENTRO,CALLE 31 CARRERA 24,URBANA,TECNICO,3.52755,-76.29545,SEMAFORO EN ROJO,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,VOLKSWAGEN,CALI,PARTICULAR,NO APLICA,0
20,DAÑOS,2022-01-03,2022,04:30,MAÑANA,LUNES,CENTRO,CALLE 31 CARRERA 24,URBANA,TECNICO,3.52755,-76.29545,SEMAFORO EN ROJO,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,JAMUNDI,PARTICULAR,NO APLICA,0
21,HERIDOS,2022-01-03,2022,13:20,TARDE,LUNES,COLOMBIA,CARRERA 31 CALLE 33,URBANA,TECNICO,3.53075,-76.30105,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,0
22,HERIDOS,2022-01-03,2022,13:20,TARDE,LUNES,COLOMBIA,CARRERA 31 CALLE 33,URBANA,TECNICO,3.53075,-76.30105,SEMAFORO EN ROJO,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,0
23,HERIDOS,2022-01-03,2022,13:20,TARDE,LUNES,COLOMBIA,CARRERA 31 CALLE 33,URBANA,TECNICO,3.53075,-76.30105,SEMAFORO EN ROJO,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
24,MUERTO,2022-01-03,2022,21:00,NOCHE,LUNES,COLOMBIA,CARRERA 31 CALLE 36,URBANA,TECNICO,3.53319,-76.30065,SEMAFORO EN ROJO,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,0
25,MUERTO,2022-01-03,2022,21:00,NOCHE,LUNES,COLOMBIA,CARRERA 31 CALLE 36,URBANA,TECNICO,3.53319,-76.30065,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMA,MOTO,TONGKO,GUACARI,PARTICULAR,NO APLICA,0
26,MUERTO,2022-01-03,2022,21:00,NOCHE,LUNES,COLOMBIA,CARRERA 31 CALLE 36,URBANA,TECNICO,3.53319,-76.30065,SEMAFORO EN ROJO,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,MUERTO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,1
27,DAÑOS,2022-01-04,2022,17:20,TARDE,MARTES,CENTRO COMERCIAL LLANOGRANDE,PARQUIADERO,URBANA,TECNICO,3.52776,-76.31709,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA,0
28,DAÑOS,2022-01-04,2022,17:20,TARDE,MARTES,CENTRO COMERCIAL LLANOGRANDE,PARQUIADERO,URBANA,TECNICO,3.52776,-76.31709,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CANDELARIA,PARTICULAR,NO APLICA,0
29,HERIDOS,2022-01-04,2022,11:30,MAÑANA,MARTES,RECREO,CALLE 22 CARRERA 27,URBANA,TECNICO,3.52015,-76.29909,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,MOTO,HONDA,CALI,PARTICULAR,NO APLICA,0
30,HERIDOS,2022-01-04,2022,11:30,MAÑANA,MARTES,RECREO,CALLE 22 CARRERA 27,URBANA,TECNICO,3.52015,-76.29909,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,SUZUKI,PRADERA,PARTICULAR,NO APLICA,0
31,DAÑOS,2022-01-05,2022,17:30,TARDE,MIERCOLES,COLOMBIA,CALLE 31 CARRERA 21,URBANA,TECNICO,3.5272,-76.29292,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,CAMPERO,SUZUKI,CALI,PARTICULAR,NO APLICA,0
32,DAÑOS,2022-01-05,2022,17:30,TARDE,MIERCOLES,COLOMBIA,CALLE 31 CARRERA 21,URBANA,TECNICO,3.5272,-76.29292,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA,0
33,HERIDOS,2022-01-06,2022,07:50,MAÑANA,JUEVES,BARRIO NUEVO,CARRERA 33 CALLE 26,URBANA,TECNICO,3.53008,-76.29675,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA,0
34,HERIDOS,2022-01-06,2022,07:50,MAÑANA,JUEVES,BARRIO NUEVO,CARRERA 33 CALLE 26,URBANA,TECNICO,3.53008,-76.29675,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,BAJAJ,CALI,PARTICULAR,NO APLICA,0
35,HERIDOS,2022-01-06,2022,07:50,MAÑANA,JUEVES,BARRIO NUEVO,CARRERA 33 CALLE 26,URBANA,TECNICO,3.53008,-76.29675,DESOBEDESER SEÑAL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
36,HERIDOS,2022-01-06,2022,07:50,MAÑANA,JUEVES,BARRIO NUEVO,CARRERA 33 CALLE 26,URBANA,TECNICO,3.53008,-76.29675,DESOBEDESER SEÑAL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
37,DAÑOS,2022-01-06,2022,17:45,TARDE,JUEVES,INDUSTRIAL,CALLE 42 CARRERA 37--35,URBANA,TECNICO,3.53889,-76.30849,CAMBIO DE CARRIL CON O SIN INDICACION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,FIAT,CALI,PARTICULAR,NO APLICA,0
38,DAÑOS,2022-01-06,2022,17:45,TARDE,JUEVES,INDUSTRIAL,CALLE 42 CARRERA 37--35,URBANA,TECNICO,3.53889,-76.30849,CAMBIO DE CARRIL CON O SIN INDICACION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,SUZUKI,PALMIRA,PUBLICO,VILLA DE LAS PALMAS,0
39,DAÑOS,2022-01-07,2022,14:50,TARDE,VIERNES,CENTRO,CALLE 29 CARRERA 31,URBANA,TECNICO,3.52651,-76.30183,SEMAFORO EN ROJO,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,VOLKSWAGEN,CALI,PARTICULAR,NO APLICA,0
40,DAÑOS,2022-01-07,2022,14:50,TARDE,VIERNES,CENTRO,CALLE 29 CARRERA 31,URBANA,TECNICO,3.52651,-76.30183,SEMAFORO EN ROJO,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PARTICULAR,NO APLICA,0
41,DAÑOS,2022-01-07,2022,16:00,TARDE,VIERNES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53897,-76.30649,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,JAC,PALMIRA,PUBLICO,COOP TRANS PALMERAS,0
42,DAÑOS,2022-01-07,2022,16:00,TARDE,VIERNES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53897,-76.30649,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,AKT,CALI,PARTICULAR,NO APLICA,0
43,DAÑOS,2022-01-07,2022,18:30,NOCHE,VIERNES,PRADO,CALLE 35 CARRERA 44,URBANA,TECNICO,3.53219,-76.3149,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,CAMIONETA,MAZDA,CALI,PARTICULAR,NO APLICA,0
44,DAÑOS,2022-01-07,2022,18:30,NOCHE,VIERNES,PRADO,CALLE 35 CARRERA 44,URBANA,TECNICO,3.53219,-76.3149,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CIRCASIA,PARTICULAR,NO APLICA,0
45,DAÑOS,2022-01-08,2022,10:50,MAÑANA,SABADO,DELICIAS,CALLE 26 CARRERA 26-21,URBANA,TECNICO,3.52348,-76.29837,ABRIR LA PUERTA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,0
46,DAÑOS,2022-01-08,2022,10:50,MAÑANA,SABADO,DELICIAS,CALLE 26 CARRERA 26-21,URBANA,TECNICO,3.52348,-76.29837,ABRIR LA PUERTA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PUBLICO,NO APLICA,0
47,DAÑOS,2022-01-09,2022,00:30,MADRUGADA,DOMINGO,COLOMBIA,CALLE 35 CARRERA 29,URBANA,TECNICO,3.53208,-76.29902,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,KIA,POPAYAN,PARTICULAR,NO APLICA,0
48,DAÑOS,2022-01-09,2022,00:30,MADRUGADA,DOMINGO,COLOMBIA,CALLE 35 CARRERA 29,URBANA,TECNICO,3.53208,-76.29902,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PASTO,PARTICULAR,NO APLICA,0
49,DAÑOS,2022-01-11,2022,11:40,MAÑANA,MARTES,VERSALLES,CALLE 42 CARRERA 28,URBANA,TECNICO,3.53787,-76.29704,GIRAR REPENTINAMENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,SUZUKI,GUACARI,PARTICULAR,NO APLICA,0
50,DAÑOS,2022-01-11,2022,11:40,MAÑANA,MARTES,VERSALLES,CALLE 42 CARRERA 28,URBANA,TECNICO,3.53787,-76.29704,GIRAR REPENTINAMENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA,0
51,DAÑOS,2022-01-10,2022,15:00,TARDE,LUNES,BARRIO NUEVO,CALLLE 27 CARRERA 32,URBANA,TECNICO,3.52495,-76.3029,GIRAR REPENTINAMENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,PALMIRA,PARTICULAR,NO APLICA,0
52,DAÑOS,2022-01-10,2022,15:00,TARDE,LUNES,BARRIO NUEVO,CALLLE 27 CARRERA 32,URBANA,TECNICO,3.52495,-76.3029,GIRAR REPENTINAMENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,BUS,HINO,PALMIRA,PARTICULAR,NO APLICA,0
53,DAÑOS,2022-01-10,2022,17:40,TARDE,LUNES,CENTRO,CALLE 30 CARRERA 33,URBANA,TECNICO,3.52755,-76.30334,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PUBLICO,TRANS UNION DE TAXIS,0
54,DAÑOS,2022-01-10,2022,17:40,TARDE,LUNES,CENTRO,CALLE 30 CARRERA 33,URBANA,TECNICO,3.52755,-76.30334,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,CALI,PARTICULAR,NO APLICA,0
55,DAÑOS,2022-01-12,2022,10:40,MAÑANA,MIERCOLES,VIA PALMIRA GUAYABAL,KM 1,RURAL,TECNICO,3.54453,-76.26754,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMION,CHEVROLET,GUACARI,OFICIAL,NO APLICA,0
56,DAÑOS,2022-01-12,2022,10:40,MAÑANA,MIERCOLES,VIA PALMIRA GUAYABAL,KM 1,RURAL,TECNICO,3.54453,-76.26754,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,BOGOTA,PARTICULAR,NO APLICA,0
57,HERIDOS,2022-01-12,2022,10:30,MAÑANA,MIERCOLES,BARRIO NUEVO,CARRERA 31 CALLE 20,URBANA,TECNICO,3.51893,-76.30311,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,PALMIRA,PARTICULAR,NO APLICA,0
58,HERIDOS,2022-01-12,2022,10:30,MAÑANA,MIERCOLES,BARRIO NUEVO,CARRERA 31 CALLE 20,URBANA,TECNICO,3.51893,-76.30311,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,0
59,HERIDOS,2022-01-12,2022,10:30,MAÑANA,MIERCOLES,BARRIO NUEVO,CARRERA 31 CALLE 20,URBANA,TECNICO,3.51893,-76.30311,DESOBEDESER SEÑAL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
60,DAÑOS,2022-01-12,2022,13:00,TARDE,MIERCOLES,CENTRO,CALLE 31 CARRERA 24-25,URBANA,TECNICO,3.5276,-76.29589,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMPERO,CHEVROLET,CARTAGO,PARTICULAR,NO APLICA,0
61,DAÑOS,2022-01-12,2022,13:00,TARDE,MIERCOLES,CENTRO,CALLE 31 CARRERA 24-25,URBANA,TECNICO,3.5276,-76.29589,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,0
62,DAÑOS,2022-01-13,2022,07:00,MAÑANA,JUEVES,SANTA RITA,CALLE 33 CARRERA 26,URBANA,TECNICO,3.53007,-76.29675,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,NISSAN,BARRANQUILLA,PARTICULAR,NO APLICA,0
63,DAÑOS,2022-01-13,2022,07:00,MAÑANA,JUEVES,SANTA RITA,CALLE 33 CARRERA 26,URBANA,TECNICO,3.53007,-76.29675,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,BOGOTA,PARTICULAR,NO APLICA,0
64,DAÑOS,2022-01-13,2022,11:30,MAÑANA,JUEVES,RINCON DEL BOSQUE,CALLE 31 CARRERA 9,URBANA,TECNICO,3.52592,-76.28334,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA,0
65,DAÑOS,2022-01-13,2022,11:30,MAÑANA,JUEVES,RINCON DEL BOSQUE,CALLE 31 CARRERA 9,URBANA,TECNICO,3.52592,-76.28334,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA,0
66,DAÑOS,2022-01-13,2022,15:45,TARDE,JUEVES,SANTA BARBARA,CARRERA 35 CALLE 31-42,URBANA,TECNICO,3.52903,-76.30572,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,0
67,DAÑOS,2022-01-13,2022,15:45,TARDE,JUEVES,SANTA BARBARA,CARRERA 35 CALLE 31-42,URBANA,TECNICO,3.52903,-76.30572,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PUBLICO,COOTRANSPAL,0
68,DAÑOS,2022-01-13,2022,15:45,TARDE,JUEVES,SANTA BARBARA,CARRERA 35 CALLE 31-42,URBANA,TECNICO,3.52903,-76.30572,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,BOGOTA,PARTICULAR,NO APLICA,0
69,HERIDOS,2022-01-14,2022,20:45,NOCHE,VIERNES,MUNICIPAL,CARRERA 1 CALLE 30,URBANA,TECNICO,3.52506,-76.27812,NO RESPETAR PRELACION,CICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA,0
70,HERIDOS,2022-01-14,2022,20:45,NOCHE,VIERNES,MUNICIPAL,CARRERA 1 CALLE 30,URBANA,TECNICO,3.52506,-76.27812,NO RESPETAR PRELACION,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,CAMIONETA,KIA,GUACARI,PARTICULAR,NO APLICA,0
71,HERIDOS,2022-01-15,2022,09:50,MAÑANA,SABADO,ALTAMIRA,CALLE 47 CARRERA 26,URBANA,TECNICO,3.54215,-76.29503,GIRAR REPENTINAMENTE,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA,0
72,HERIDOS,2022-01-15,2022,09:50,MAÑANA,SABADO,ALTAMIRA,CALLE 47 CARRERA 26,URBANA,TECNICO,3.54215,-76.29503,GIRAR REPENTINAMENTE,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,CALI,PARTICULAR,NO APLICA,0
73,DAÑOS,2022-01-15,2022,13:20,TARDE,SABADO,BENEDICTA,CALE 47 CARRERA 34,URBANA,TECNICO,3.54244,-76.30188,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA,0
74,DAÑOS,2022-01-15,2022,13:20,TARDE,SABADO,BENEDICTA,CALE 47 CARRERA 34,URBANA,TECNICO,3.54244,-76.30188,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,BAJAJ,FLORIDA,PARTICULAR,NO APLICA,0
75,DAÑOS,2022-01-15,2022,13:50,TARDE,SABADO,DELICIAS,CALLE 27 CARRERA 23,URBANA,TECNICO,3.52384,-76.29507,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,BAJAJ,YUMBO,PARTICULAR,NO APLICA,0
76,DAÑOS,2022-01-15,2022,13:50,TARDE,SABADO,DELICIAS,CALLE 27 CARRERA 23,URBANA,TECNICO,3.52384,-76.29507,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,CANDELARIA,PUBLICO,NO APLICA,0
77,HERIDOS,2022-01-17,2022,06:10,MAÑANA,LUNES,BARRIO NUEVO,CARRERA 32 CALLE 23,URBANA,TECNICO,3.52152,-76.30336,ADELANTAR POR LA DERECHA,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,0
78,HERIDOS,2022-01-17,2022,06:10,MAÑANA,LUNES,BARRIO NUEVO,CARRERA 32 CALLE 23,URBANA,TECNICO,3.52152,-76.30336,ADELANTAR POR LA DERECHA,PEATON,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,0
79,HERIDOS,2022-01-17,2022,07:00,MAÑANA,LUNES,CENTRO,CALLE 27 CARRERA 33,URBANA,TECNICO,3.52506,-76.30353,DESOBEDESER SEÑAL,CONDUCTOR,CHOQUE,MASCULINO,LESIONADO,PALMIRA,CAMIONETA,DFSK,BELLO,PARTICULAR,NO APLICA,0
