,GRAVEDAD,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIO-CORREGIMIENTO-VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CONDICION_VICTIMA,TIPO_ACCIDENTE,GENERO,LESIONADO,CLINICA,CLASE_VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA,HOMICIDIOS
869,HERIDOS,2022-05-02,2022,14:30,TARDE,LUNES,BIZERTA,CALLE 36 CARRERA 21,URBANA,TECNICO,3.53203,-76.29231,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,EL CERRITO,PARTICULAR,NO APLICA,0
870,HERIDOS,2022-05-02,2022,13:00,TARDE,LUNES,BARRIO NUEVO,CARRERA 31 CALLE 23,URBANA,TECNICO,3.52144,-76.30265,ARRANCAR SIN PRECAUCION,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,0
871,HERIDOS,2022-05-02,2022,13:00,TARDE,LUNES,BARRIO NUEVO,CARRERA 31 CALLE 23,URBANA,TECNICO,3.52144,-76.30265,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MICROBUS,CHEVROLET,TIMBIO,PUBLICO,NO APLICA,0
872,HERIDOS,2022-05-02,2022,16:50,TARDE,LUNES,SANTA BARBARA,CALLE 31 CARRERA 43,URBANA,TECNICO,3.52979,-76.31548,GIRAR BRUSCAMENTE,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,YAMAHA,FLORIDA,PARTICULAR,NO APLICA,0
873,HERIDOS,2022-05-02,2022,16:50,TARDE,LUNES,SANTA BARBARA,CALLE 31 CARRERA 43,URBANA,TECNICO,3.52979,-76.31548,GIRAR BRUSCAMENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,TOYOTA,CALI,PARTICULAR,NO APLICA,0
874,HERIDOS,2022-05-03,2022,08:40,MAÑANA,MARTES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53873,-76.30655,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,SANTA BARBARA,MOTO,BAJAJ,PALMIRA,PARTICULAR,NO APLICA,0
875,HERIDOS,2022-05-03,2022,08:40,MAÑANA,MARTES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53873,-76.30655,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,HONDA,PALMIRA,PARTICULAR,NO APLICA,0
876,HERIDOS,2022-05-03,2022,10:40,MAÑANA,MARTES,CENTRO,CALLE 31 CARRERA 26-65,URBANA,TECNICO,3.52776,-76.29743,ABRIR PUERTA,CICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA,0
877,HERIDOS,2022-05-03,2022,10:40,MAÑANA,MARTES,CENTRO,CALLE 31 CARRERA 26-65,URBANA,TECNICO,3.52776,-76.29743,ABRIR PUERTA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,0
878,HERIDOS,2022-05-03,2022,10:40,MAÑANA,MARTES,PRADO,CALLE 42 CARRERA 44-45,URBANA,TECNICO,3.53875,-76.31375,POR ESTABLECER,NO APLICA,ATROPELLO,MASCULINO,NO APLICA,NO APLICA,CAMPERO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,0
879,HERIDOS,2022-05-03,2022,10:40,MAÑANA,MARTES,PRADO,CALLE 42 CARRERA 44-45,URBANA,TECNICO,3.53875,-76.31375,POR ESTABLECER,PEATON,ATROPELLO,FEMENINA,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
880,HERIDOS,2022-05-03,2022,10:40,MAÑANA,MARTES,PRADO,CALLE 42 CARRERA 44-45,URBANA,TECNICO,3.53875,-76.31375,POR ESTABLECER,PEATON,ATROPELLO,FEMENINA,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
881,DAÑOS,2022-05-03,2022,10:40,MAÑANA,MARTES,COLOMBIA,CALLE 33 CARRERA 33,URBANA,TECNICO,3.53104,-76.303,SEMAFORO EN ROJO,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,CAMIONETA,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA,0
882,DAÑOS,2022-05-03,2022,10:40,MAÑANA,MARTES,COLOMBIA,CALLE 33 CARRERA 33,URBANA,TECNICO,3.53104,-76.303,SEMAFORO EN ROJO,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PUBLICO,FLOTA PALMIRA,0
883,HERIDOS,2022-05-03,2022,16:54,TARDE,MARTES,CENTRO,CALLE 28 CARRERA 32,URBANA,TECNICO,3.52584,-76.30273,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,SIGMA,CALI,PARTICULAR,NO APLICA,0
884,HERIDOS,2022-05-03,2022,16:54,TARDE,MARTES,CENTRO,CALLE 28 CARRERA 32,URBANA,TECNICO,3.52584,-76.30273,SEMAFORO EN ROJO,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PUBLICO,COOP TRANS PALMERAS,0
885,DAÑOS,2022-05-03,2022,16:54,TARDE,MARTES,BRISAS DEL BOLO,CALLE 32 CARRERA 35,URBANA,TECNICO,3.53107,-76.30514,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,0
886,DAÑOS,2022-05-03,2022,16:54,TARDE,MARTES,BRISAS DEL BOLO,CALLE 32 CARRERA 35,URBANA,TECNICO,3.53107,-76.30514,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,ENVIGADO,PARTICULAR,NO APLICA,0
887,DAÑOS,2022-05-03,2022,17:20,TARDE,MARTES,VIA PALMIRA TIENDA NUEVA,KM 3,RURAL,TECNICO,3.5492,-76.24723,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,0
888,DAÑOS,2022-05-03,2022,17:20,TARDE,MARTES,VIA PALMIRA TIENDA NUEVA,KM 3,RURAL,TECNICO,3.5492,-76.24723,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,TOYOTA,EL CERRITO,PARTICULAR,NO APLICA,0
889,HERIDOS,2022-05-03,2022,19:20,NOCHE,MARTES,VIA PALMIRA CANDELARIA,KM 1,RURAL,TECNICO,3.49833,-76.31991,CRUZAR SIN OBSERVAR,MOTOCICLISTA,ATROPELLO,MASCULINO,LESIONADO,PALMIRA,MOTO,AKT,GUACARI,PARTICULAR,NO APLICA,0
890,HERIDOS,2022-05-03,2022,19:20,NOCHE,MARTES,VIA PALMIRA CANDELARIA,KM 1,RURAL,TECNICO,3.49833,-76.31991,CRUZAR SIN OBSERVAR,ACOMPAÑANTE MOTOCICLISTA,ATROPELLO,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
891,HERIDOS,2022-05-03,2022,19:20,NOCHE,MARTES,VIA PALMIRA CANDELARIA,KM 1,RURAL,TECNICO,3.49833,-76.31991,CRUZAR SIN OBSERVAR,PEATON,ATROPELLO,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
892,DAÑOS,2022-02-04,2022,14:10,TARDE,MIERCOLES,PRADO,CALLE 42 CARRERA 43 -44,URBANA,TECNICO,3.53887,-76.31334,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,SANTA ROSA CABAL,PARTICULAR,NO APLICA,0
893,DAÑOS,2022-02-04,2022,14:10,TARDE,MIERCOLES,PRADO,CALLE 42 CARRERA 43 -44,URBANA,TECNICO,3.53887,-76.31334,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,YAMAHA,PALMIRA,PARTICULAR,NO APLICA,0
894,DAÑOS,2022-05-05,2022,16:20,TARDE,JUEVES,VERSALLES,CARRERA 28 CALLE 41-68,URBANA,TECNICO,3.53778,-76.29723,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA,0
895,DAÑOS,2022-05-05,2022,16:20,TARDE,JUEVES,VERSALLES,CARRERA 28 CALLE 41-68,URBANA,TECNICO,3.53778,-76.29723,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMION,HINO,GUADALAJARA BUGA,PUBLICO,NO APLICA,0
896,HERIDOS,2022-05-05,2022,18:20,NOCHE,JUEVES,SEMBRADOR,CARRERA 23 CALLE 18,URBANA,TECNICO,3.52076,-76.29097,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,0
897,HERIDOS,2022-05-05,2022,18:20,NOCHE,JUEVES,SEMBRADOR,CARRERA 23 CALLE 18,URBANA,TECNICO,3.52076,-76.29097,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,0
898,HERIDOS,2022-05-05,2022,19:05,NOCHE,JUEVES,PRADO,CALLE 42 CARRERA 40-37,URBANA,TECNICO,3.53884,-76.3107,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,0
899,HERIDOS,2022-05-05,2022,19:05,NOCHE,JUEVES,PRADO,CALLE 42 CARRERA 40-37,URBANA,TECNICO,3.53884,-76.3107,NO ESTAR PENDIENTE DE LA VIA,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,0
900,HERIDOS,2022-05-06,2022,18:40,NOCHE,VIERNES,COLOMBIA,CALLE 37 CARRERA 31,URBANA,TECNICO,3.53404,-76.30052,ARRANCAR SIN PRECAUCION,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,IPS POSITIVA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,0
901,HERIDOS,2022-05-06,2022,18:40,NOCHE,VIERNES,COLOMBIA,CALLE 37 CARRERA 31,URBANA,TECNICO,3.53404,-76.30052,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,CALI,PUBLICO,AUTOS S.A.S,0
902,HERIDOS,2022-05-06,2022,21:00,NOCHE,VIERNES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53896,-76.30653,PONER EN MARCHA VEHICULO SIN PRECAUCION,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,SUZUKI,MIRANDA,PARTICULAR,NO APLICA,0
903,HERIDOS,2022-05-06,2022,21:00,NOCHE,VIERNES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53896,-76.30653,PONER EN MARCHA VEHICULO SIN PRECAUCION,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,MOTO,VICTORY,FLORIDA,PARTICULAR,NO APLICA,0
904,DAÑOS,2022-05-06,2022,22:50,NOCHE,VIERNES,CENTRO,CALLE 29 CARRERA 24,URBANA,TECNICO,3.52561,-76.29572,SEMAFORO EN ROJO,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA,0
905,DAÑOS,2022-05-06,2022,22:50,NOCHE,VIERNES,CENTRO,CALLE 29 CARRERA 24,URBANA,TECNICO,3.52561,-76.29572,SEMAFORO EN ROJO,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,AKT,CALI,PARTICULAR,NO APLICA,0
906,DAÑOS,2022-05-06,2022,00:10,MADRUGADA,VIERNES,MERCEDES,CARRERA 28 CALLE 54,URBANA,TECNICO,3.54663,-76.29579,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,0
907,DAÑOS,2022-05-06,2022,00:10,MADRUGADA,VIERNES,MERCEDES,CARRERA 28 CALLE 54,URBANA,TECNICO,3.54663,-76.29579,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,0
908,HERIDOS,2022-05-09,2022,07:55,MAÑANA,LUNES,ESTONIA,CARRERA 30 CALLE 43,URBANA,TECNICO,3.53886,-76.29868,TRANSITAR EN CONTRAVIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,0
909,HERIDOS,2022-05-09,2022,07:55,MAÑANA,LUNES,ESTONIA,CARRERA 30 CALLE 43,URBANA,TECNICO,3.53886,-76.29868,TRANSITAR EN CONTRAVIA,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMA,MOTO,HONDA,PRADERA,PARTICULAR,NO APLICA,0
910,DAÑOS,2022-05-07,2022,21:05,NOCHE,SABADO,BIZERTA,CALLE 36 CARRERA 21,URBANA,TECNICO,3.53203,-76.29231,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,BOGOTA,PARTICULAR,NO APLICA,0
911,DAÑOS,2022-05-07,2022,21:05,NOCHE,SABADO,BIZERTA,CALLE 36 CARRERA 21,URBANA,TECNICO,3.53203,-76.29231,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA,0
912,DAÑOS,2022-05-07,2022,00:30,MADRUGADA,SABADO,COLOMBIA,CALLE 36 CARRERA 31,URBANA,TECNICO,3.53203,-76.29231,SEMAFORO EN ROJO,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,HUILA,PARTICULAR,NO APLICA,0
913,DAÑOS,2022-05-07,2022,00:30,MADRUGADA,SABADO,COLOMBIA,CALLE 36 CARRERA 31,URBANA,TECNICO,3.53203,-76.29231,SEMAFORO EN ROJO,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,VOLKSWAGEN,PALMIRA,PARTICULAR,NO APLICA,0
914,HERIDOS,2022-05-08,2022,07:40,MAÑANA,DOMINGO,PRADO,CALLE 42 CARRERA 39,URBANA,TECNICO,3.5369433333333333,-76.31249727272724,CRUZAR SIN OBSERVAR,NO APLICA,ATROPELLO,MASCULINO,NO APLICA,NO APLICA,MOTO,YAMAHA,GUACARI,PARTICULAR,NO APLICA,0
915,HERIDOS,2022-05-08,2022,07:40,MAÑANA,DOMINGO,PRADO,CALLE 42 CARRERA 39,URBANA,TECNICO,3.5369433333333333,-76.31249727272724,CRUZAR SIN OBSERVAR,PEATON,ATROPELLO,FEMENINA,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
916,HERIDOS,2022-05-08,2022,08:15,MAÑANA,DOMINGO,CENTRO POBLADO ROZO,AVENIDAD 9 N 13-802,RURAL,TECNICO,3.61499375,-76.38959125000001,ADELANTAR EN CURVA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,0
917,HERIDOS,2022-05-08,2022,08:15,MAÑANA,DOMINGO,CENTRO POBLADO ROZO,AVENIDAD 9 N 13-802,RURAL,TECNICO,3.61499375,-76.38959125000001,ADELANTAR EN CURVA,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,RAUL,MOTOCARRO,BAJAJ,CALI,PARTICULAR,NO APLICA,0
918,HERIDOS,2022-05-08,2022,12:30,TARDE,DOMINGO,ZAMORANO,CALLE 67 CARRERA 31,URBANA,TECNICO,3.5547282608695667,-76.29512608695651,REALIZAR MANIOBRAS PELIGROSAS,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,TVS,PALMIRA,PARTICULAR,NO APLICA,0
919,HERIDOS,2022-05-08,2022,12:30,TARDE,DOMINGO,ZAMORANO,CALLE 67 CARRERA 31,URBANA,TECNICO,3.5547282608695667,-76.29512608695651,REALIZAR MANIOBRAS PELIGROSAS,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,IPS POSITIVA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA,0
920,HERIDOS,2022-05-08,2022,12:30,TARDE,DOMINGO,ZAMORANO,CALLE 67 CARRERA 31,URBANA,TECNICO,3.5547282608695667,-76.29512608695651,REALIZAR MANIOBRAS PELIGROSAS,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
921,HERIDOS,2022-05-08,2022,12:30,TARDE,DOMINGO,ZAMORANO,CALLE 67 CARRERA 31,URBANA,TECNICO,3.5547282608695667,-76.29512608695651,REALIZAR MANIOBRAS PELIGROSAS,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,IPS POSITIVA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
922,DAÑOS,2022-05-08,2022,14:05,TARDE,DOMINGO,AEROPUERTO,CONDOR 11,RURAL,TECNICO,3.53549,-76.38908,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,0
923,DAÑOS,2022-05-08,2022,14:05,TARDE,DOMINGO,AEROPUERTO,CONDOR 11,RURAL,TECNICO,3.53549,-76.38908,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,CAMIONETA,NISSAN,CALI,PARTICULAR,NO APLICA,0
924,HERIDOS,2022-05-09,2022,12:45,TARDE,LUNES,URIBE,CALLE 34 CARRERA 22,URBANA,TECNICO,3.530335483870967,-76.29292161290323,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,BUS,FORD,YUMBO,PUBLICO,COODETRANS PALMIRA,0
925,HERIDOS,2022-05-09,2022,12:45,TARDE,LUNES,URIBE,CALLE 34 CARRERA 22,URBANA,TECNICO,3.530335483870967,-76.29292161290323,ARRANCAR SIN PRECAUCION,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA,0
926,DAÑOS,2022-05-09,2022,19:00,NOCHE,LUNES,ZAMORANO,CARRER 28 CALLE 65 -66,URBANA,TECNICO,3.5547282608695667,-76.29512608695651,POR ESTABLECER,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,0
927,DAÑOS,2022-05-09,2022,19:00,NOCHE,LUNES,ZAMORANO,CARRER 28 CALLE 65 -66,URBANA,TECNICO,3.5547282608695667,-76.29512608695651,POR ESTABLECER,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMION,DODGE,CARTAGO,PUBLICO,NO APLICA,0
928,DAÑOS,2022-05-09,2022,19:40,NOCHE,LUNES,CENTRO POBLADO ROZO,CALLE 10 CARRERA 11,URBANA,TECNICO,3.61499375,-76.38959125000001,REVERSO IMPRUDENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA,0
929,DAÑOS,2022-05-09,2022,19:40,NOCHE,LUNES,CENTRO POBLADO ROZO,CALLE 10 CARRERA 11,URBANA,TECNICO,3.61499375,-76.38959125000001,REVERSO IMPRUDENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMION,FREIGHTLINER,CUNDINAMARCA,PUBLICO,NO APLICA,0
930,HERIDOS,2022-05-09,2022,21:40,NOCHE,LUNES,SAN PEDRO,CARRER 19 CALLE 38-26,URBANA,TECNICO,3.5330670588235287,-76.28913882352938,PONER EN MARCHA VEHICULO SIN PRECAUCION,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,RAUL,MOTO,SUZUKI,LA VIRGINIA,PARTICULAR,NO APLICA,0
931,HERIDOS,2022-05-09,2022,21:40,NOCHE,LUNES,SAN PEDRO,CARRER 19 CALLE 38-26,URBANA,TECNICO,3.5330670588235287,-76.28913882352938,PONER EN MARCHA VEHICULO SIN PRECAUCION,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,CAMIONETA,MITSUBISHI,BOGOTA,PARTICULAR,NO APLICA,0
932,HERIDOS,2022-05-10,2022,09:45,MAÑANA,MARTES,SEMBRADOR,CALLE 23 CARRERA 23,URBANA,TECNICO,3.52076,-76.29097,ARRANCAR SIN PRECAUCION,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,MOTO,VICTORY,FLORIDA,PARTICULAR,NO APLICA,0
933,HERIDOS,2022-05-10,2022,09:45,MAÑANA,MARTES,SEMBRADOR,CALLE 23 CARRERA 23,URBANA,TECNICO,3.52076,-76.29097,ARRANCAR SIN PRECAUCION,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,AKT,PALMIRA,PARTICULAR,NO APLICA,0
934,HERIDOS,2022-05-10,2022,12:22,TARDE,MARTES,VIA PALMIRA CANDELARIA,HOTEL LAS VICTORIAS,URBANA,TECNICO,3.5001360000000004,-76.325006,GIRAR BRUSCAMENTE,CICLISTA,CHOQUE,FEMENINA,LESIONADO,IPS POSITIVA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA,0
935,HERIDOS,2022-05-10,2022,12:22,TARDE,MARTES,VIA PALMIRA CANDELARIA,HOTEL LAS VICTORIAS,URBANA,TECNICO,3.5001360000000004,-76.325006,GIRAR BRUSCAMENTE,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,ARMENIA,PARTICULAR,NO APLICA,0
936,HERIDOS,2022-05-10,2022,19:00,NOCHE,MARTES,SEMBRADOR,CARRRA 17 CALLE 27,URBANA,TECNICO,3.52076,-76.29097,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,0
937,HERIDOS,2022-05-10,2022,19:00,NOCHE,MARTES,SEMBRADOR,CARRRA 17 CALLE 27,URBANA,TECNICO,3.52076,-76.29097,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,RENAULT,GUACARI,PARTICULAR,NO APLICA,0
938,HERIDOS,2022-05-10,2022,19:00,NOCHE,MARTES,SEMBRADOR,CARRRA 17 CALLE 27,URBANA,TECNICO,3.52076,-76.29097,DESOBEDESER SEÑAL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
939,HERIDOS,2022-05-10,2022,19:00,NOCHE,MARTES,COLOMBINA,CALLE 28 CARRERA 13,URBANA,TECNICO,3.525659333333333,-76.29034533333333,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,0
940,HERIDOS,2022-05-10,2022,19:00,NOCHE,MARTES,COLOMBINA,CALLE 28 CARRERA 13,URBANA,TECNICO,3.525659333333333,-76.29034533333333,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA,0
941,HERIDOS,2022-05-10,2022,22:30,NOCHE,MARTES,RINCON DEL BOSQUE,CALLE 31 CARRERA 9,URBANA,TECNICO,3.52585,-76.28290666666666,REVERSO IMPRUDENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,JAC,PALMIRA,PUBLICO,NO APLICA,0
942,HERIDOS,2022-05-10,2022,22:30,NOCHE,MARTES,RINCON DEL BOSQUE,CALLE 31 CARRERA 9,URBANA,TECNICO,3.52585,-76.28290666666666,REVERSO IMPRUDENTE,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,AKT,CALI,PARTICULAR,NO APLICA,0
943,HERIDOS,2022-05-10,2022,22:30,NOCHE,MARTES,RINCON DEL BOSQUE,CALLE 31 CARRERA 9,URBANA,TECNICO,3.52585,-76.28290666666666,REVERSO IMPRUDENTE,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
944,DAÑOS,2022-05-12,2022,16:20,TARDE,JUEVES,SANTA RITA,CARRERA 28 CALLE 333-19,URBANA,TECNICO,3.533276562500001,-76.2977753125,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,VOLKSWAGEN,FUNZA,PARTICULAR,NO APLICA,0
945,DAÑOS,2022-05-12,2022,16:20,TARDE,JUEVES,SANTA RITA,CARRERA 28 CALLE 333-19,URBANA,TECNICO,3.533276562500001,-76.2977753125,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MICROBUS,CHEVROLET,PALMIRA,PUBLICO,MONTEBELLO,0
950,HERIDOS,2022-05-13,2022,05:30,MADRUGADA,VIERNES,BARRIO NUEVO,CALLE 22 CARRERA 30,URBANA,TECNICO,3.5224736065573765,-76.30141885245904,TRANSITAR EN CONTRA VIA,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,MOTO,VICTORY,PALMIRA,PARTICULAR,NO APLICA,0
951,HERIDOS,2022-05-13,2022,05:30,MADRUGADA,VIERNES,BARRIO NUEVO,CALLE 22 CARRERA 30,URBANA,TECNICO,3.5224736065573765,-76.30141885245904,TRANSITAR EN CONTRA VIA,CICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,BICICLETA,TREK,NO APLICA,PARTICULAR,NO APLICA,0
